2026-03-11 13:34:01 | LLMService | INFO | Primary LLM Provider: OLLAMA
2026-03-11 13:51:01 | LLMService | ERROR | [Ollama] Raw JSON (first 1000 chars): {"intent": "verify", "is_temporal": false, "time_range": null, "entities": ["Freakonomics", "In the Realm of the Hackers"], "concepts": ["documentaries", "American"], "keywords": ["Freakonomics", "In the Realm of the Hackers", "American documentaries"], "requires_recent_context": false, "expected_entity_types": ["Film"], "question_attribute": "nationality"}
2026-03-11 13:51:01 | LLMService | ERROR | Extraction failed with ollama: 1 validation error for QueryAnalysis
intent
  Input should be 'search', 'summarize', 'compare', 'explain', 'list' or 'recent' [type=literal_error, input_value='verify', input_type=str]
    For further information visit https://errors.pydantic.dev/2.12/v/literal_error
2026-03-11 13:51:01 | LLMService | ERROR | Query analysis failed: Empty extraction result
2026-03-11 13:51:03 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve film details, including origin and production type, from the knowledge base.
2026-03-11 13:51:06 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-11 13:51:14 | LLMService | INFO | [Ollama] Raw extraction: 1 entities, 3 concepts
2026-03-11 13:51:15 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve biographical information regarding the origin and production of Freakonomics.
2026-03-11 13:51:16 | LLMService | DEBUG | [LLM] Type synonyms for 'book': ['book', 'volume', 'publication', 'text', 'manuscript', 'story']
2026-03-11 13:51:17 | LLMService | DEBUG | [LLM] Type synonyms for 'film': ['film', 'film → movie', 'cinema', 'motion picture', 'video', 'filmstrip']
2026-03-11 13:51:18 | LLMService | DEBUG | [LLM] Type synonyms for 'person': ['person', 'individual', 'human', 'being', 'man', 'woman']
2026-03-11 13:51:23 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-11 13:51:30 | LLMService | INFO | [Ollama] Raw extraction: 1 entities, 3 concepts
2026-03-11 13:51:31 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve film details and genre classifications from the personal knowledge base.
2026-03-11 13:51:33 | LLMService | DEBUG | [LLM] Type synonyms for 'book': ['book', 'volume', 'text', 'publication', 'manuscript', 'tome']
2026-03-11 13:51:34 | LLMService | DEBUG | [LLM] Type synonyms for 'film': ['film', 'film → movie', 'cinema', 'motion picture', 'video', 'filmstrip']
2026-03-11 13:51:39 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-11 13:51:45 | LLMService | INFO | [Ollama] Raw extraction: 1 entities, 2 concepts
2026-03-11 13:51:46 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve film details, specifically the nationality or production origin of the movie.
2026-03-11 13:51:47 | LLMService | DEBUG | [LLM] Type synonyms for 'film': ['film', 'film → movie', 'cinema', 'motion picture', 'video', 'filmstrip']
2026-03-11 13:51:48 | LLMService | DEBUG | [LLM] Type synonyms for 'person': ['person', 'individual', 'human', 'being', 'man', 'woman']
2026-03-11 13:51:50 | LLMService | INFO | synthesize calling model: gemma3:4b
2026-03-11 13:52:02 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-11 13:52:09 | LLMService | INFO | [Ollama] Raw extraction: 2 entities, 3 concepts
2026-03-11 13:52:10 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve biographical details, including member counts and band formation information.
2026-03-11 13:52:11 | LLMService | DEBUG | [LLM] Type synonyms for 'organization': ['organization', 'company', 'corporation', 'institution', 'firm', 'business']
2026-03-11 13:52:15 | LLMService | INFO | synthesize calling model: gemma3:4b
2026-03-11 13:52:24 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-11 13:52:33 | LLMService | INFO | [Ollama] Raw extraction: 2 entities, 3 concepts
2026-03-11 13:52:35 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve historical events and outcomes related to civil wars and their resolutions.
2026-03-11 13:52:37 | LLMService | DEBUG | [LLM] Type synonyms for 'person': ['person', 'individual', 'human', 'being', 'man', 'woman']
2026-03-11 13:52:37 | LLMService | DEBUG | [LLM] Type synonyms for 'organization': ['organization', 'company', 'corporation', 'institution', 'firm', 'business']
2026-03-11 13:52:43 | LLMService | INFO | synthesize calling model: gemma3:4b
2026-03-11 13:52:55 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-11 13:53:04 | LLMService | INFO | [Ollama] Raw extraction: 1 entities, 2 concepts
2026-03-11 13:53:05 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve biographical details, specifically focusing on employment history and start dates.
2026-03-11 13:53:06 | LLMService | DEBUG | [LLM] Type synonyms for 'book': ['book', 'volume', 'text', 'publication', 'manuscript', 'tome']
2026-03-11 13:53:07 | LLMService | DEBUG | [LLM] Type synonyms for 'person': ['person', 'individual', 'human', 'being', 'man', 'woman']
2026-03-11 13:53:08 | LLMService | DEBUG | [LLM] Type synonyms for 'place': ['place', 'location', 'area', 'territory', 'site', 'landmark']
2026-03-11 13:53:12 | LLMService | INFO | synthesize calling model: gemma3:4b
2026-03-11 13:53:21 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-11 13:53:28 | LLMService | INFO | [Ollama] Raw extraction: 1 entities, 2 concepts
2026-03-11 13:53:30 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve historical event details, specifically focusing on wars and their casualties.
2026-03-11 13:53:31 | LLMService | DEBUG | [LLM] Type synonyms for 'place': ['place', 'location', 'area', 'territory', 'site', 'landmark']
2026-03-11 13:53:32 | LLMService | DEBUG | [LLM] Type synonyms for 'organization': ['organization', 'company', 'corporation', 'institution', 'firm', 'business']
2026-03-11 13:53:36 | LLMService | INFO | synthesize calling model: gemma3:4b
2026-03-11 13:53:46 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-11 13:53:54 | LLMService | INFO | [Ollama] Raw extraction: 2 entities, 2 concepts
2026-03-11 13:53:56 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve location information and geographic relationships for entities within the knowledge base.
2026-03-11 13:53:57 | LLMService | DEBUG | [LLM] Type synonyms for 'place': ['place', 'location', 'area', 'territory', 'site', 'landmark']
2026-03-11 13:54:01 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-11 13:54:07 | LLMService | INFO | [Ollama] Raw extraction: 1 entities, 2 concepts
2026-03-11 13:54:08 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve location information and addresses associated with entities in the knowledge base.
2026-03-11 13:54:10 | LLMService | DEBUG | [LLM] Type synonyms for 'place': ['place', 'location', 'area', 'territory', 'site', 'landmark']
2026-03-11 13:54:14 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-11 13:54:21 | LLMService | INFO | [Ollama] Raw extraction: 1 entities, 2 concepts
2026-03-11 13:54:22 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve location and associated details for places and organizations within the knowledge base.
2026-03-11 13:54:23 | LLMService | DEBUG | [LLM] Type synonyms for 'place': ['place', 'location', 'area', 'territory', 'site', 'landmark']
2026-03-11 13:54:28 | LLMService | INFO | synthesize calling model: gemma3:4b
2026-03-11 13:54:37 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-11 13:54:43 | LLMService | INFO | [Ollama] Raw extraction: 1 entities, 3 concepts
2026-03-11 13:54:44 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve biographical information, specifically the location of the person's professional affiliation.
2026-03-11 13:54:46 | LLMService | DEBUG | [LLM] Type synonyms for 'person': ['person', 'individual', 'human', 'being', 'man', 'woman']
2026-03-11 13:54:46 | LLMService | DEBUG | [LLM] Type synonyms for 'place': ['place', 'location', 'area', 'territory', 'site', 'landmark']
2026-03-11 13:54:51 | LLMService | INFO | synthesize calling model: gemma3:4b
2026-03-11 13:54:59 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-11 13:55:08 | LLMService | INFO | [Ollama] Raw extraction: 4 entities, 3 concepts
2026-03-11 13:55:09 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve breed histories and ancestral dog breeds from my personal knowledge base.
2026-03-11 13:55:11 | LLMService | DEBUG | [LLM] Type synonyms for 'dog breed': ['dog breed', 'canine', 'breed of dog', 'dog type', 'pooch', 'mutt']
2026-03-11 13:55:17 | LLMService | INFO | synthesize calling model: gemma3:4b
2026-03-11 13:55:29 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-11 13:55:35 | LLMService | INFO | [Ollama] Raw extraction: 1 entities, 3 concepts
2026-03-11 13:55:37 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve biographical information regarding the companies and locations where the person worked.
2026-03-11 13:55:38 | LLMService | DEBUG | [LLM] Type synonyms for 'organization': ['organization', 'company', 'corporation', 'institution', 'business', 'firm']
2026-03-11 13:55:41 | LLMService | INFO | synthesize calling model: gemma3:4b
2026-03-11 13:55:47 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-11 13:55:55 | LLMService | INFO | [Ollama] Raw extraction: 1 entities, 3 concepts
2026-03-11 13:55:56 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve biographical details regarding the birth year of the manga creator.
2026-03-11 13:55:58 | LLMService | DEBUG | [LLM] Type synonyms for 'person': ['person', 'individual', 'human', 'being', 'man', 'woman']
2026-03-11 13:55:59 | LLMService | DEBUG | [LLM] Type synonyms for 'year': ['year', 'era', 'period', 'epoch', 'age', 'time']
2026-03-11 13:56:02 | LLMService | INFO | synthesize calling model: gemma3:4b
2026-03-11 13:56:12 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-11 13:56:19 | LLMService | INFO | [Ollama] Raw extraction: 1 entities, 3 concepts
2026-03-11 13:56:20 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve biographical details and significant events related to individuals' lives.
2026-03-11 13:56:22 | LLMService | DEBUG | [LLM] Type synonyms for 'person': ['person', 'individual', 'human', 'being', 'man', 'woman']
2026-03-11 13:56:23 | LLMService | DEBUG | [LLM] Type synonyms for 'place': ['place', 'location', 'area', 'territory', 'site', 'landmark']
2026-03-11 13:56:27 | LLMService | INFO | synthesize calling model: gemma3:4b
2026-03-11 13:56:34 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-11 13:56:42 | LLMService | INFO | [Ollama] Raw extraction: 1 entities, 3 concepts
2026-03-11 13:56:44 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve biographical details, including roles and affiliations, within the user's personal knowledge base.
2026-03-11 13:56:45 | LLMService | DEBUG | [LLM] Type synonyms for 'person': ['person', 'individual', 'human', 'being', 'man', 'woman']
2026-03-11 13:56:46 | LLMService | DEBUG | [LLM] Type synonyms for 'organization': ['organization', 'company', 'corporation', 'institution', 'firm', 'business']
2026-03-11 13:56:50 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-11 13:56:55 | LLMService | INFO | [Ollama] Raw extraction: 1 entities, 2 concepts
2026-03-11 13:56:56 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve biographical details, including key roles, affiliations, and significant events.
2026-03-11 13:56:58 | LLMService | DEBUG | [LLM] Type synonyms for 'person': ['person', 'individual', 'human', 'being', 'man', 'woman']
2026-03-11 13:57:02 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-11 13:57:12 | LLMService | INFO | [Ollama] Raw extraction: 3 entities, 4 concepts
2026-03-11 13:57:14 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve biographical details concerning individuals and their associated roles and affiliations.
2026-03-11 13:57:15 | LLMService | DEBUG | [LLM] Type synonyms for 'person': ['person', 'individual', 'human', 'being', 'man', 'woman']
2026-03-11 13:57:16 | LLMService | DEBUG | [LLM] Type synonyms for 'organization': ['organization', 'company', 'corporation', 'institution', 'firm', 'business']
2026-03-11 13:57:21 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-11 13:57:31 | LLMService | INFO | [Ollama] Raw extraction: 2 entities, 4 concepts
2026-03-11 13:57:32 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve biographical details and roles related to individuals involved in civil rights initiatives.
2026-03-11 13:57:34 | LLMService | DEBUG | [LLM] Type synonyms for 'person': ['person', 'individual', 'human', 'being', 'man', 'woman']
2026-03-11 13:57:35 | LLMService | DEBUG | [LLM] Type synonyms for 'organization': ['organization', 'company', 'corporation', 'institution', 'firm', 'business']
2026-03-11 13:57:36 | LLMService | INFO | synthesize calling model: gemma3:4b
2026-03-11 13:57:48 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-11 13:57:57 | LLMService | INFO | [Ollama] Raw extraction: 3 entities, 2 concepts
2026-03-11 13:57:58 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve geographical locations and their associated coastal areas from the knowledge base.
2026-03-11 13:58:00 | LLMService | DEBUG | [LLM] Type synonyms for 'place': ['place', 'location', 'area', 'territory', 'site', 'landmark']
2026-03-11 13:58:04 | LLMService | INFO | synthesize calling model: gemma3:4b
2026-03-11 13:58:13 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-11 13:58:22 | LLMService | INFO | [Ollama] Raw extraction: 2 entities, 3 concepts
2026-03-11 13:58:23 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve biographical details, including creative works and album origins, for the artist.
2026-03-11 13:58:25 | LLMService | DEBUG | [LLM] Type synonyms for 'person': ['person', 'individual', 'human', 'being', 'man', 'woman']
2026-03-11 13:58:26 | LLMService | DEBUG | [LLM] Type synonyms for 'song': ['song', 'tune', 'melody', 'track', 'recording', 'composition']
2026-03-11 13:58:30 | LLMService | INFO | synthesize calling model: gemma3:4b
2026-03-11 13:58:40 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-11 13:58:47 | LLMService | INFO | [Ollama] Raw extraction: 1 entities, 4 concepts
2026-03-11 13:58:48 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve biographical details regarding the founding and origins of organizations.
2026-03-11 13:58:50 | LLMService | DEBUG | [LLM] Type synonyms for 'person': ['person', 'individual', 'human', 'being', 'man', 'woman']
2026-03-11 13:58:51 | LLMService | DEBUG | [LLM] Type synonyms for 'organization': ['organization', 'company', 'corporation', 'institution', 'firm', 'business']
2026-03-11 13:58:54 | LLMService | INFO | synthesize calling model: gemma3:4b
2026-03-11 13:59:03 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-11 13:59:09 | LLMService | INFO | [Ollama] Raw extraction: 2 entities, 3 concepts
2026-03-11 13:59:11 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve botanical classifications and relationships to determine if Ferocactus and Silene are related.
2026-03-11 13:59:13 | LLMService | DEBUG | [LLM] Type synonyms for 'plant': ['plant', 'flora', 'vegetation', 'greenery', 'botanical', 'sprout']
2026-03-11 13:59:18 | LLMService | INFO | synthesize calling model: gemma3:4b
2026-03-11 13:59:28 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-11 13:59:38 | LLMService | INFO | [Ollama] Raw extraction: 4 entities, 4 concepts
2026-03-11 13:59:39 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve historical military aircraft specifications and deployment details from the knowledge base.
2026-03-11 13:59:41 | LLMService | DEBUG | [LLM] Type synonyms for 'aircraft': ['aircraft', 'airplane', 'aeroplane', 'jet', 'flight', 'glider']
2026-03-11 13:59:42 | LLMService | DEBUG | [LLM] Type synonyms for 'place': ['place', 'location', 'area', 'territory', 'site', 'landmark']
2026-03-11 13:59:43 | LLMService | DEBUG | [LLM] Type synonyms for 'event': ['event', 'celebration', 'occurrence', 'function', 'gathering', 'activity']
2026-03-11 13:59:52 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-11 13:59:59 | LLMService | INFO | [Ollama] Raw extraction: 1 entities, 3 concepts
2026-03-11 14:00:00 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve biographical details, including key events and operational information related to the aircraft.
2026-03-11 14:00:02 | LLMService | DEBUG | [LLM] Type synonyms for 'aircraft': ['aircraft', 'airplane', 'aeroplane', 'jet', 'flight', 'glider']
2026-03-11 14:00:03 | LLMService | DEBUG | [LLM] Type synonyms for 'place': ['place', 'location', 'area', 'territory', 'site', 'landmark']
2026-03-11 14:00:07 | LLMService | INFO | synthesize calling model: gemma3:4b
2026-03-11 14:00:19 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-11 14:00:31 | LLMService | INFO | [Ollama] Raw extraction: 3 entities, 4 concepts
2026-03-11 14:00:32 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve sports event details, specifically conference seasons, records, and years.
2026-03-11 14:00:34 | LLMService | DEBUG | [LLM] Type synonyms for 'organization': ['organization', 'company', 'corporation', 'institution', 'firm', 'business']
2026-03-11 14:00:35 | LLMService | DEBUG | [LLM] Type synonyms for 'venue': ['venue', 'event space', 'location', 'site', 'hall', 'establishment']
2026-03-11 14:00:36 | LLMService | DEBUG | [LLM] Type synonyms for 'place': ['place', 'location', 'area', 'territory', 'site', 'landmark']
2026-03-11 14:00:37 | LLMService | DEBUG | [LLM] Type synonyms for 'sport': ['sport', 'athletics', 'games', 'competition', 'activity', 'exercise']
2026-03-11 14:00:47 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-11 14:00:54 | LLMService | INFO | [Ollama] Raw extraction: 2 entities, 3 concepts
2026-03-11 14:00:55 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve sports records and event outcomes for specific teams and years.
2026-03-11 14:00:57 | LLMService | DEBUG | [LLM] Type synonyms for 'team': ['team', 'squad', 'group', 'unit', 'ensemble', 'crew']
2026-03-11 14:00:58 | LLMService | DEBUG | [LLM] Type synonyms for 'sport': ['sport', 'athletics', 'games', 'competition', 'activity', 'exercise']
2026-03-11 14:01:03 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-11 14:01:10 | LLMService | INFO | [Ollama] Raw extraction: 1 entities, 4 concepts
2026-03-11 14:01:12 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve details about the 2014 Colorado Buffaloes football team's performance and roster.
2026-03-11 14:01:13 | LLMService | DEBUG | [LLM] Type synonyms for 'organization': ['organization', 'company', 'corporation', 'institution', 'firm', 'business']
2026-03-11 14:01:14 | LLMService | DEBUG | [LLM] Type synonyms for 'team': ['team', 'squad', 'group', 'unit', 'ensemble', 'crew']
2026-03-11 14:01:19 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-11 14:01:27 | LLMService | INFO | [Ollama] Raw extraction: 2 entities, 3 concepts
2026-03-11 14:01:28 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve sports records and statistics for specific teams and seasons.
2026-03-11 14:01:29 | LLMService | DEBUG | [LLM] Type synonyms for 'team': ['team', 'squad', 'group', 'unit', 'ensemble', 'crew']
2026-03-11 14:01:30 | LLMService | DEBUG | [LLM] Type synonyms for 'season': ['season', 'time of year', 'period', 'term', 'era', 'cycle']
2026-03-11 14:01:33 | LLMService | INFO | synthesize calling model: gemma3:4b
2026-03-11 14:01:46 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-11 14:01:55 | LLMService | INFO | [Ollama] Raw extraction: 3 entities, 3 concepts
2026-03-11 14:01:56 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve historical acquisition events and company mergers from my knowledge base.
2026-03-11 14:01:57 | LLMService | DEBUG | [LLM] Type synonyms for 'organization': ['organization', 'company', 'corporation', 'institution', 'firm', 'business']
2026-03-11 14:01:58 | LLMService | DEBUG | [LLM] Type synonyms for 'place': ['place', 'location', 'area', 'territory', 'site', 'landmark']
2026-03-11 14:02:03 | LLMService | INFO | synthesize calling model: gemma3:4b
2026-03-11 14:02:12 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-11 14:02:20 | LLMService | INFO | [Ollama] Raw extraction: 2 entities, 3 concepts
2026-03-11 14:02:22 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve event details, specifically race dates and locations, from my personal events database.
2026-03-11 14:02:23 | LLMService | DEBUG | [LLM] Type synonyms for 'venue': ['venue', 'event space', 'location', 'site', 'hall', 'establishment']
2026-03-11 14:02:24 | LLMService | DEBUG | [LLM] Type synonyms for 'place': ['place', 'location', 'area', 'territory', 'site', 'landmark']
2026-03-11 14:02:29 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-11 14:02:37 | LLMService | INFO | [Ollama] Raw extraction: 1 entities, 2 concepts
2026-03-11 14:02:38 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve event details and dates related to races and their distances.
2026-03-11 14:02:39 | LLMService | DEBUG | [LLM] Type synonyms for 'event': ['event', 'celebration', 'occurrence', 'function', 'gathering', 'show']
2026-03-11 14:02:40 | LLMService | DEBUG | [LLM] Type synonyms for 'place': ['place', 'location', 'area', 'territory', 'site', 'landmark']
2026-03-11 14:02:45 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-11 14:02:52 | LLMService | INFO | [Ollama] Raw extraction: 2 entities, 3 concepts
2026-03-11 14:02:53 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve event details, specifically race locations and dates, from my personal knowledge base.
2026-03-11 14:02:54 | LLMService | DEBUG | [LLM] Type synonyms for 'place': ['place', 'location', 'area', 'territory', 'site', 'landmark']
2026-03-11 14:02:55 | LLMService | DEBUG | [LLM] Type synonyms for 'venue': ['venue', 'event space', 'location', 'site', 'hall', 'establishment']
2026-03-11 14:03:01 | LLMService | INFO | synthesize calling model: gemma3:4b
2026-03-11 14:03:14 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-11 14:03:21 | LLMService | INFO | [Ollama] Raw extraction: 2 entities, 3 concepts
2026-03-11 14:03:23 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve filmography and details regarding actors' film roles and associated opera productions.
2026-03-11 14:03:24 | LLMService | DEBUG | [LLM] Type synonyms for 'person': ['person', 'individual', 'human', 'being', 'man', 'woman']
2026-03-11 14:03:25 | LLMService | DEBUG | [LLM] Type synonyms for 'film': ['film', 'film → movie', 'cinema', 'motion picture', 'video', 'filmstrip']
2026-03-11 14:03:26 | LLMService | DEBUG | [LLM] Type synonyms for 'place': ['place', 'location', 'area', 'territory', 'site', 'landmark']
2026-03-11 14:03:31 | LLMService | INFO | synthesize calling model: gemma3:4b
2026-03-11 14:03:42 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-11 14:03:48 | LLMService | INFO | [Ollama] Raw extraction: 2 entities, 4 concepts
2026-03-11 14:03:49 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve creative collaborations and songwriting credits related to album production.
2026-03-11 14:03:51 | LLMService | DEBUG | [LLM] Type synonyms for 'person': ['person', 'individual', 'human', 'being', 'man', 'woman']
2026-03-11 14:03:51 | LLMService | DEBUG | [LLM] Type synonyms for 'album': ['album', 'record', 'lp', 'cd', 'collection', 'disc']
2026-03-11 14:03:57 | LLMService | INFO | synthesize calling model: gemma3:4b
2026-03-11 14:04:07 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-11 14:04:17 | LLMService | INFO | [Ollama] Raw extraction: 5 entities, 5 concepts
2026-03-11 14:04:18 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve biographical details, including founding dates, school origins, and notable figures.
2026-03-11 14:04:20 | LLMService | DEBUG | [LLM] Type synonyms for 'place': ['place', 'location', 'area', 'territory', 'site', 'landmark']
2026-03-11 14:04:20 | LLMService | DEBUG | [LLM] Type synonyms for 'person': ['person', 'individual', 'human', 'being', 'man', 'woman']
2026-03-11 14:04:21 | LLMService | DEBUG | [LLM] Type synonyms for 'organization': ['organization', 'company', 'corporation', 'institution', 'firm', 'business']
2026-03-11 14:04:22 | LLMService | DEBUG | [LLM] Type synonyms for 'date': ['date', 'day', 'time', 'period', 'moment', 'epoch']
2026-03-11 14:04:27 | LLMService | INFO | synthesize calling model: gemma3:4b
2026-03-11 14:04:36 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-11 14:04:43 | LLMService | INFO | [Ollama] Raw extraction: 1 entities, 2 concepts
2026-03-11 14:04:44 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve oversteering techniques and related film-specific details from the knowledge base.
2026-03-11 14:04:45 | LLMService | DEBUG | [LLM] Type synonyms for 'organization': ['organization', 'company', 'corporation', 'institution', 'firm', 'business']
2026-03-11 14:04:48 | LLMService | INFO | synthesize calling model: gemma3:4b
2026-03-11 14:04:56 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-11 14:05:04 | LLMService | INFO | [Ollama] Raw extraction: 2 entities, 2 concepts
2026-03-11 14:05:05 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve biographical information comparing ages and relative seniority of individuals.
2026-03-11 14:05:07 | LLMService | DEBUG | [LLM] Type synonyms for 'person': ['person', 'individual', 'human', 'being', 'man', 'woman']
2026-03-11 14:05:12 | LLMService | INFO | synthesize calling model: gemma3:4b
2026-03-11 14:05:22 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-11 14:05:31 | LLMService | INFO | [Ollama] Raw extraction: 2 entities, 3 concepts
2026-03-11 14:05:32 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve location and demographic data associated with places and their census information.
2026-03-11 14:05:34 | LLMService | DEBUG | [LLM] Type synonyms for 'place': ['place', 'location', 'area', 'territory', 'site', 'landmark']
2026-03-11 14:05:38 | LLMService | INFO | synthesize calling model: gemma3:4b
2026-03-11 14:05:46 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-11 14:05:52 | LLMService | INFO | [Ollama] Raw extraction: 2 entities, 3 concepts
2026-03-11 14:05:54 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve botanical classifications and relationships between plant genera from the knowledge base.
2026-03-11 14:05:55 | LLMService | DEBUG | [LLM] Type synonyms for 'plant': ['plant', 'flora', 'vegetation', 'greenery', 'botanical', 'sprout']
2026-03-11 14:06:01 | LLMService | INFO | synthesize calling model: gemma3:4b
2026-03-11 14:06:10 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-11 14:06:18 | LLMService | INFO | [Ollama] Raw extraction: 3 entities, 4 concepts
2026-03-11 14:06:19 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve biographical details, including professional roles and team affiliations.
2026-03-11 14:06:21 | LLMService | DEBUG | [LLM] Type synonyms for 'person': ['person', 'individual', 'human', 'being', 'man', 'woman']
2026-03-11 14:06:22 | LLMService | DEBUG | [LLM] Type synonyms for 'organization': ['organization', 'company', 'corporation', 'institution', 'firm', 'business']
2026-03-11 14:06:26 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-11 14:06:32 | LLMService | INFO | [Ollama] Raw extraction: 1 entities, 2 concepts
2026-03-11 14:06:33 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve biographical details, including career highlights and significant events related to Alonzo Mourning.
2026-03-11 14:06:35 | LLMService | DEBUG | [LLM] Type synonyms for 'person': ['person', 'individual', 'human', 'being', 'man', 'woman']
2026-03-11 14:06:38 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-03-11 14:06:43 | LLMService | INFO | [Ollama] Raw extraction: 1 entities, 0 concepts
