2026-03-25 05:55:53 | SimilarityScript | INFO | [Gate1] 'crack a smile' → 1 candidate(s): ['crack a smile...and more!']
2026-03-25 05:57:05 | SimilarityScript | INFO | [Gate1] 'marine corps' → 1 candidate(s): ['u.s. marine corps']
2026-03-25 05:57:05 | SimilarityScript | INFO | [Gate3 FAIL] 'marine corps' <-> 'u.s. marine corps' cosine=0.409 (threshold 0.88)
2026-03-25 05:57:05 | SimilarityScript | INFO | [Gate1] 'medical school' → 1 candidate(s): ["university of southern california's medical school"]
2026-03-25 05:57:05 | SimilarityScript | INFO | [Gate3 FAIL] 'medical school' <-> 'university of southern california's medical school' cosine=0.578 (threshold 0.88)
2026-03-25 05:57:05 | SimilarityScript | INFO | [Gate1] 'medical unit of the white house' → 1 candidate(s): ['white house']
2026-03-25 05:57:05 | SimilarityScript | INFO | [Gate3 FAIL] 'medical unit of the white house' <-> 'white house' cosine=0.606 (threshold 0.88)
2026-03-25 05:57:05 | SimilarityScript | INFO | [Gate1] 'metropolitan opera' → 1 candidate(s): ['metropolitan opera house']
2026-03-25 05:57:05 | SimilarityScript | INFO | [Gate3 FAIL] 'metropolitan opera' <-> 'metropolitan opera house' cosine=0.705 (threshold 0.88)
2026-03-25 05:57:05 | SimilarityScript | INFO | [Gate1] 'metropolitan opera house' → 1 candidate(s): ['metropolitan opera']
2026-03-25 05:57:05 | SimilarityScript | INFO | [Gate1] 'mexican armed forces' → 1 candidate(s): ['armed forces']
2026-03-25 05:57:05 | SimilarityScript | INFO | [Gate3 FAIL] 'mexican armed forces' <-> 'armed forces' cosine=0.425 (threshold 0.88)
2026-03-25 05:57:05 | SimilarityScript | INFO | [Gate1] 'military music department of the general staff of the ukrainian armed forces' → 2 candidate(s): ['ukrainian armed forces', 'armed forces']
2026-03-25 05:57:05 | SimilarityScript | INFO | [Gate3 FAIL] 'military music department of the general staff of the ukrainian armed forces' <-> 'ukrainian armed forces' cosine=0.619 (threshold 0.88)
2026-03-25 05:57:05 | SimilarityScript | INFO | [Gate1] 'military revolutionary committee of the petrograd soviet' → 1 candidate(s): ['petrograd soviet']
2026-03-25 05:57:05 | SimilarityScript | INFO | [Gate3 FAIL] 'military revolutionary committee of the petrograd soviet' <-> 'petrograd soviet' cosine=0.661 (threshold 0.88)
2026-03-25 05:57:05 | SimilarityScript | INFO | [Gate1] 'mondelez international' → 1 candidate(s): ['mondelez international, inc.']
2026-03-25 05:57:05 | SimilarityScript | INFO | [Gate3 FAIL] 'mondelez international' <-> 'mondelez international, inc.' cosine=0.707 (threshold 0.88)
2026-03-25 05:57:05 | SimilarityScript | INFO | [Gate1] 'mondelez international, inc.' → 1 candidate(s): ['mondelez international']
2026-03-25 05:57:05 | SimilarityScript | INFO | [Gate1] 'munhall high school' → 1 candidate(s): ['high school']
2026-03-25 05:57:06 | SimilarityScript | INFO | [Gate1] 'national basketball association' → 1 candidate(s): ["women's national basketball association"]
2026-03-25 05:57:06 | SimilarityScript | INFO | [Gate3 FAIL] 'national basketball association' <-> 'women's national basketball association' cosine=0.505 (threshold 0.88)
2026-03-25 05:57:06 | SimilarityScript | INFO | [Gate1] 'national council' → 1 candidate(s): ['national council of the now defunct respect party']
2026-03-25 05:57:06 | SimilarityScript | INFO | [Gate3 PASS] 'national council' <-> 'national council of the now defunct respect party' cosine=0.933
2026-03-25 05:57:09 | SimilarityScript | INFO |   [CREATED] IS_SYNONYMOUS_REFERENCE: 'national council' <-> 'national council of the now defunct respect party' (confidence=1.00)
2026-03-25 05:57:09 | SimilarityScript | INFO | [Gate1] 'national council of the now defunct respect party' → 2 candidate(s): ['national council', 'respect party']
2026-03-25 05:57:09 | SimilarityScript | INFO | [Gate3 PASS] 'national council of the now defunct respect party' <-> 'respect party' cosine=0.897
2026-03-25 05:57:11 | SimilarityScript | INFO |   [CREATED] IS_GOVERNING_BODY: 'national council of the now defunct respect party' <-> 'respect party' (confidence=1.00)
2026-03-25 05:57:11 | SimilarityScript | INFO | [Gate1] 'national football league' → 1 candidate(s): ['football league']
2026-03-25 05:57:11 | SimilarityScript | INFO | [Gate1] 'national intelligence council' → 1 candidate(s): ['national intelligence council (nic)']
2026-03-25 05:57:11 | SimilarityScript | INFO | [Gate3 FAIL] 'national intelligence council' <-> 'national intelligence council (nic)' cosine=0.618 (threshold 0.88)
2026-03-25 05:57:11 | SimilarityScript | INFO | [Gate1] 'national intelligence council (nic)' → 1 candidate(s): ['national intelligence council']
2026-03-25 05:57:11 | SimilarityScript | INFO | [Gate1] 'national park service' → 1 candidate(s): ['north cascades national park service complex']
2026-03-25 05:57:11 | SimilarityScript | INFO | [Gate3 FAIL] 'national park service' <-> 'north cascades national park service complex' cosine=0.435 (threshold 0.88)
2026-03-25 05:57:11 | SimilarityScript | INFO | [Gate1] 'new teen titans' → 1 candidate(s): ['teen titans']
2026-03-25 05:57:11 | SimilarityScript | INFO | [Gate3 FAIL] 'new teen titans' <-> 'teen titans' cosine=0.852 (threshold 0.88)
2026-03-25 05:57:11 | SimilarityScript | INFO | [Gate1] 'new york police' → 1 candidate(s): ['new york police department']
2026-03-25 05:57:11 | SimilarityScript | INFO | [Gate3 FAIL] 'new york police' <-> 'new york police department' cosine=0.668 (threshold 0.88)
2026-03-25 05:57:11 | SimilarityScript | INFO | [Gate1] 'new york police department' → 1 candidate(s): ['new york police']
2026-03-25 05:57:11 | SimilarityScript | INFO | [Gate1] 'new york ship' → 1 candidate(s): ['new york shipbuilding corporation']
2026-03-25 05:57:11 | SimilarityScript | INFO | [Gate3 PASS] 'new york ship' <-> 'new york shipbuilding corporation' cosine=0.995
2026-03-25 05:57:13 | SimilarityScript | INFO |   [CREATED] IS_COMMON_ABBREVIATION: 'new york ship' <-> 'new york shipbuilding corporation' (confidence=1.00)
2026-03-25 05:57:13 | SimilarityScript | INFO | [Gate1] 'new york shipbuilding corporation' → 1 candidate(s): ['new york ship']
2026-03-25 05:57:13 | SimilarityScript | INFO | [Gate1] 'no. 12 squadron' → 1 candidate(s): ['no. 12 squadron raaf']
2026-03-25 05:57:13 | SimilarityScript | INFO | [Gate3 PASS] 'no. 12 squadron' <-> 'no. 12 squadron raaf' cosine=0.980
2026-03-25 05:57:15 | SimilarityScript | INFO |   [CREATED] IS_SYNONYM: 'no. 12 squadron' <-> 'no. 12 squadron raaf' (confidence=1.00)
2026-03-25 05:57:15 | SimilarityScript | INFO | [Gate1] 'no. 12 squadron raaf' → 1 candidate(s): ['no. 12 squadron']
2026-03-25 05:57:15 | SimilarityScript | INFO | [Gate1] 'non-corporate media' → 1 candidate(s): ['corporate media']
2026-03-25 05:57:15 | SimilarityScript | INFO | [Gate1] 'non-resident embassies' → 1 candidate(s): ['resident embassies']
2026-03-25 05:57:15 | SimilarityScript | INFO | [Gate3 PASS] 'non-resident embassies' <-> 'resident embassies' cosine=0.926
2026-03-25 05:57:17 | SimilarityScript | INFO |   [CREATED] IS_CONTRASTING_TYPE: 'non-resident embassies' <-> 'resident embassies' (confidence=1.00)
2026-03-25 05:57:17 | SimilarityScript | INFO | [Gate1] 'north cascades national park service complex' → 1 candidate(s): ['national park service']
2026-03-25 05:57:17 | SimilarityScript | INFO | [Gate1] 'northampton area school district board of directors' → 1 candidate(s): ['board of directors']
2026-03-25 05:57:17 | SimilarityScript | INFO | [Gate1] 'northampton area senior high school' → 1 candidate(s): ['high school']
2026-03-25 05:57:17 | SimilarityScript | INFO | [Gate1] 'notre dame' → 1 candidate(s): ['notre dame church']
2026-03-25 05:57:17 | SimilarityScript | INFO | [Gate3 FAIL] 'notre dame' <-> 'notre dame church' cosine=0.344 (threshold 0.88)
2026-03-25 05:57:17 | SimilarityScript | INFO | [Gate1] 'notre dame church' → 1 candidate(s): ['notre dame']
2026-03-25 05:57:17 | SimilarityScript | INFO | [Gate1] 'office of the assistant secretary of defense (health affairs)' → 1 candidate(s): ['assistant secretary of defense (health affairs)']
2026-03-25 05:57:17 | SimilarityScript | INFO | [Gate1] 'office of the director of national intelligence' → 1 candidate(s): ['office of the director of national intelligence (odni)']
2026-03-25 05:57:17 | SimilarityScript | INFO | [Gate3 PASS] 'office of the director of national intelligence' <-> 'office of the director of national intelligence (odni)' cosine=0.972
2026-03-25 05:57:19 | SimilarityScript | INFO |   [CREATED] IS_SYNONYM: 'office of the director of national intelligence' <-> 'office of the director of national intelligence (odni)' (confidence=1.00)
2026-03-25 05:57:19 | SimilarityScript | INFO | [Gate1] 'office of the director of national intelligence (odni)' → 1 candidate(s): ['office of the director of national intelligence']
2026-03-25 05:57:19 | SimilarityScript | INFO | [Gate1] 'ooezo agricultural high school' → 1 candidate(s): ['high school']
2026-03-25 05:57:19 | SimilarityScript | INFO | [Gate1] 'original charlotte hornets franchise' → 1 candidate(s): ['charlotte hornets']
2026-03-25 05:57:19 | SimilarityScript | INFO | [Gate1] 'orthodox tewahedo church' → 2 candidate(s): ['ethiopian orthodox tewahedo church', 'eritrean orthodox tewahedo church']
2026-03-25 05:57:19 | SimilarityScript | INFO | [Gate1] 'owens & minor' → 1 candidate(s): ['owens & minor, inc.']
2026-03-25 05:57:19 | SimilarityScript | INFO | [Gate3 FAIL] 'owens & minor' <-> 'owens & minor, inc.' cosine=0.696 (threshold 0.88)
2026-03-25 05:57:19 | SimilarityScript | INFO | [Gate1] 'owens & minor, inc.' → 1 candidate(s): ['owens & minor']
2026-03-25 05:57:19 | SimilarityScript | INFO | [Gate1] 'pac-12 conference' → 1 candidate(s): ['2014–15 pac-12 conference']
2026-03-25 05:57:19 | SimilarityScript | INFO | [Gate1] 'petrograd soviet' → 1 candidate(s): ['military revolutionary committee of the petrograd soviet']
2026-03-25 05:57:19 | SimilarityScript | INFO | [Gate1] 'polish armed forces' → 1 candidate(s): ['armed forces']
2026-03-25 05:57:19 | SimilarityScript | INFO | [Gate1] 'portland state' → 2 candidate(s): ['portland state vikings', 'portland state university']
2026-03-25 05:57:19 | SimilarityScript | INFO | [Gate3 FAIL] 'portland state' <-> 'portland state vikings' cosine=0.716 (threshold 0.88)
2026-03-25 05:57:19 | SimilarityScript | INFO | [Gate3 FAIL] 'portland state' <-> 'portland state university' cosine=0.594 (threshold 0.88)
2026-03-25 05:57:20 | SimilarityScript | INFO | [Gate1] 'portland state university' → 1 candidate(s): ['portland state']
2026-03-25 05:57:20 | SimilarityScript | INFO | [Gate1] 'portland state vikings' → 1 candidate(s): ['portland state']
2026-03-25 05:57:20 | SimilarityScript | INFO | [Gate1] 'princeton high school' → 1 candidate(s): ['high school']
2026-03-25 05:57:20 | SimilarityScript | INFO | [Gate1] 'provisional government' → 1 candidate(s): ['russian provisional government']
2026-03-25 05:57:20 | SimilarityScript | INFO | [Gate3 FAIL] 'provisional government' <-> 'russian provisional government' cosine=0.796 (threshold 0.88)
2026-03-25 05:57:20 | SimilarityScript | INFO | [Gate1] 'public health service' → 1 candidate(s): ['united states public health service commissioned corps']
2026-03-25 05:57:20 | SimilarityScript | INFO | [Gate3 FAIL] 'public health service' <-> 'united states public health service commissioned corps' cosine=0.802 (threshold 0.88)
2026-03-25 05:57:20 | SimilarityScript | INFO | [Gate1] 'public-radio stations' → 1 candidate(s): ['radio stations']
2026-03-25 05:57:20 | SimilarityScript | INFO | [Gate3 FAIL] 'public-radio stations' <-> 'radio stations' cosine=0.429 (threshold 0.88)
2026-03-25 05:57:20 | SimilarityScript | INFO | [Gate1] 'radio stations' → 1 candidate(s): ['public-radio stations']
2026-03-25 05:57:20 | SimilarityScript | INFO | [Gate1] 'raleigh exec' → 2 candidate(s): ['raleigh exec jetport at sanford-lee county', 'raleigh executive jetport @ sanford-lee county']
2026-03-25 05:57:20 | SimilarityScript | INFO | [Gate3 PASS] 'raleigh exec' <-> 'raleigh exec jetport at sanford-lee county' cosine=0.990
2026-03-25 05:57:25 | SimilarityScript | INFO |   [CREATED] IS_SHORTENED_ALIAS: 'raleigh exec' <-> 'raleigh exec jetport at sanford-lee county' (confidence=1.00)
2026-03-25 05:57:25 | SimilarityScript | INFO | [Gate3 PASS] 'raleigh exec' <-> 'raleigh executive jetport @ sanford-lee county' cosine=0.977
2026-03-25 05:57:27 | SimilarityScript | INFO |   [CREATED] IS_SHORTENED_ALIAS: 'raleigh exec' <-> 'raleigh executive jetport @ sanford-lee county' (confidence=1.00)
2026-03-25 05:57:27 | SimilarityScript | INFO | [Gate1] 'raleigh exec jetport at sanford-lee county' → 1 candidate(s): ['raleigh exec']
2026-03-25 05:57:27 | SimilarityScript | INFO | [Gate1] 'raleigh executive jetport @ sanford-lee county' → 1 candidate(s): ['raleigh exec']
2026-03-25 05:57:27 | SimilarityScript | INFO | [Gate1] 'resident embassies' → 1 candidate(s): ['non-resident embassies']
2026-03-25 05:57:27 | SimilarityScript | INFO | [Gate1] 'respect party' → 1 candidate(s): ['national council of the now defunct respect party']
2026-03-25 05:57:27 | SimilarityScript | INFO | [Gate1] 'robert's american gourmet' → 1 candidate(s): ["robert's american gourmet food"]
2026-03-25 05:57:27 | SimilarityScript | INFO | [Gate3 PASS] 'robert's american gourmet' <-> 'robert's american gourmet food' cosine=0.897
2026-03-25 05:57:29 | SimilarityScript | INFO |   [CREATED] IS_VARIANT_NAME: 'robert's american gourmet' <-> 'robert's american gourmet food' (confidence=1.00)
2026-03-25 05:57:29 | SimilarityScript | INFO | [Gate1] 'robert's american gourmet food' → 1 candidate(s): ["robert's american gourmet"]
2026-03-25 05:57:29 | SimilarityScript | INFO | [Gate1] 'roman catholic' → 2 candidate(s): ['roman catholic diocese of portland', 'roman catholic diocese of yingkou']
2026-03-25 05:57:29 | SimilarityScript | INFO | [Gate3 FAIL] 'roman catholic' <-> 'roman catholic diocese of portland' cosine=0.373 (threshold 0.88)
2026-03-25 05:57:29 | SimilarityScript | INFO | [Gate3 FAIL] 'roman catholic' <-> 'roman catholic diocese of yingkou' cosine=0.375 (threshold 0.88)
2026-03-25 05:57:29 | SimilarityScript | INFO | [Gate1] 'roman catholic diocese of portland' → 1 candidate(s): ['roman catholic']
2026-03-25 05:57:29 | SimilarityScript | INFO | [Gate1] 'roman catholic diocese of yingkou' → 1 candidate(s): ['roman catholic']
2026-03-25 05:57:29 | SimilarityScript | INFO | [Gate1] 'royal air force' → 1 candidate(s): ['air force']
2026-03-25 05:57:29 | SimilarityScript | INFO | [Gate1] 'royal australian air force' → 1 candidate(s): ['air force']
2026-03-25 05:57:29 | SimilarityScript | INFO | [Gate1] 'russian army' → 1 candidate(s): ['imperial russian army']
2026-03-25 05:57:29 | SimilarityScript | INFO | [Gate1] 'russian provisional government' → 1 candidate(s): ['provisional government']
2026-03-25 05:57:29 | SimilarityScript | INFO | [Gate1] 'russian soviet federative socialist republic' → 1 candidate(s): ['bureau of the central committee of the russian soviet federative socialist republic (rsfsr)']
2026-03-25 05:57:29 | SimilarityScript | INFO | [Gate1] 'sahara force india f1 team' → 1 candidate(s): ['force india']
2026-03-25 05:57:29 | SimilarityScript | INFO | [Gate1] 'science fiction and fantasy writers of america' → 1 candidate(s): ['the science fiction and fantasy writers of america']
2026-03-25 05:57:29 | SimilarityScript | INFO | [Gate3 FAIL] 'science fiction and fantasy writers of america' <-> 'the science fiction and fantasy writers of america' cosine=0.561 (threshold 0.88)
2026-03-25 05:57:29 | SimilarityScript | INFO | [Gate1] 'secondary schools football league' → 1 candidate(s): ['football league']
2026-03-25 05:57:30 | SimilarityScript | INFO | [Gate1] 'secretaries of national defense' → 1 candidate(s): ['secretaries of national defense and navy']
2026-03-25 05:57:30 | SimilarityScript | INFO | [Gate3 PASS] 'secretaries of national defense' <-> 'secretaries of national defense and navy' cosine=0.881
2026-03-25 05:57:31 | SimilarityScript | INFO |   [CREATED] IS_SUBSET: 'secretaries of national defense' <-> 'secretaries of national defense and navy' (confidence=0.80)
2026-03-25 05:57:31 | SimilarityScript | INFO | [Gate1] 'secretaries of national defense and navy' → 1 candidate(s): ['secretaries of national defense']
2026-03-25 05:57:32 | SimilarityScript | INFO | [Gate1] 'silva screen' → 1 candidate(s): ['silva screen records']
2026-03-25 05:57:32 | SimilarityScript | INFO | [Gate3 FAIL] 'silva screen' <-> 'silva screen records' cosine=0.837 (threshold 0.88)
2026-03-25 05:57:32 | SimilarityScript | INFO | [Gate1] 'silva screen records' → 1 candidate(s): ['silva screen']
2026-03-25 05:57:32 | SimilarityScript | INFO | [Gate1] 'snackbox food holdings' → 1 candidate(s): ['snackbox food holdings co, ltd']
2026-03-25 05:57:32 | SimilarityScript | INFO | [Gate3 PASS] 'snackbox food holdings' <-> 'snackbox food holdings co, ltd' cosine=0.993
2026-03-25 05:57:34 | SimilarityScript | INFO |   [CREATED] IS_LEGAL_NAME_VARIANT: 'snackbox food holdings' <-> 'snackbox food holdings co, ltd' (confidence=1.00)
2026-03-25 05:57:34 | SimilarityScript | INFO | [Gate1] 'snackbox food holdings co, ltd' → 1 candidate(s): ['snackbox food holdings']
2026-03-25 05:57:34 | SimilarityScript | INFO | [Gate1] 'southeast division' → 1 candidate(s): ['eastern conference southeast division']
2026-03-25 05:57:34 | SimilarityScript | INFO | [Gate1] 'spirit awards' → 1 candidate(s): ['independent spirit awards']
2026-03-25 05:57:34 | SimilarityScript | INFO | [Gate1] 'super junior' → 2 candidate(s): ['super junior-k.r.y.', 'super junior-m']
2026-03-25 05:57:34 | SimilarityScript | INFO | [Gate3 FAIL] 'super junior' <-> 'super junior-k.r.y.' cosine=0.865 (threshold 0.88)
2026-03-25 05:57:34 | SimilarityScript | INFO | [Gate3 FAIL] 'super junior' <-> 'super junior-m' cosine=0.863 (threshold 0.88)
2026-03-25 05:57:34 | SimilarityScript | INFO | [Gate1] 'super junior-k.r.y.' → 1 candidate(s): ['super junior']
2026-03-25 05:57:34 | SimilarityScript | INFO | [Gate1] 'super junior-m' → 1 candidate(s): ['super junior']
2026-03-25 05:57:34 | SimilarityScript | INFO | [Gate1] 'supreme court' → 1 candidate(s): ['united states supreme court']
2026-03-25 05:57:34 | SimilarityScript | INFO | [Gate3 FAIL] 'supreme court' <-> 'united states supreme court' cosine=0.511 (threshold 0.88)
2026-03-25 05:57:34 | SimilarityScript | INFO | [Gate1] 'tata consultancy services' → 1 candidate(s): ['tata consultancy services limited']
2026-03-25 05:57:34 | SimilarityScript | INFO | [Gate3 FAIL] 'tata consultancy services' <-> 'tata consultancy services limited' cosine=0.808 (threshold 0.88)
2026-03-25 05:57:34 | SimilarityScript | INFO | [Gate1] 'tata consultancy services limited' → 1 candidate(s): ['tata consultancy services']
2026-03-25 05:57:35 | SimilarityScript | INFO | [Gate1] 'teen titans' → 2 candidate(s): ['teen titans (team)', 'new teen titans']
2026-03-25 05:57:35 | SimilarityScript | INFO | [Gate3 FAIL] 'teen titans' <-> 'teen titans (team)' cosine=0.866 (threshold 0.88)
2026-03-25 05:57:35 | SimilarityScript | INFO | [Gate1] 'teen titans (team)' → 1 candidate(s): ['teen titans']
2026-03-25 05:57:35 | SimilarityScript | INFO | [Gate1] 'the atlantic' → 1 candidate(s): ['the atlantic magazine']
2026-03-25 05:57:35 | SimilarityScript | INFO | [Gate3 FAIL] 'the atlantic' <-> 'the atlantic magazine' cosine=0.855 (threshold 0.88)
2026-03-25 05:57:35 | SimilarityScript | INFO | [Gate1] 'the atlantic magazine' → 1 candidate(s): ['the atlantic']
2026-03-25 05:57:35 | SimilarityScript | INFO | [Gate1] 'the conversation' → 1 candidate(s): ['the conversation (website)']
2026-03-25 05:57:35 | SimilarityScript | INFO | [Gate3 FAIL] 'the conversation' <-> 'the conversation (website)' cosine=0.863 (threshold 0.88)
2026-03-25 05:57:35 | SimilarityScript | INFO | [Gate1] 'the conversation (website)' → 1 candidate(s): ['the conversation']
2026-03-25 05:57:35 | SimilarityScript | INFO | [Gate1] 'the global automakers' → 1 candidate(s): ['board of directors of the global automakers']
2026-03-25 05:57:35 | SimilarityScript | INFO | [Gate1] 'the science fiction and fantasy writers of america' → 1 candidate(s): ['science fiction and fantasy writers of america']
2026-03-25 05:57:35 | SimilarityScript | INFO | [Gate1] 'the trump organization' → 1 candidate(s): ['trump organization']
2026-03-25 05:57:35 | SimilarityScript | INFO | [Gate3 FAIL] 'the trump organization' <-> 'trump organization' cosine=0.691 (threshold 0.88)
2026-03-25 05:57:35 | SimilarityScript | INFO | [Gate1] 'the wb' → 1 candidate(s): ['the wb television network']
2026-03-25 05:57:35 | SimilarityScript | INFO | [Gate3 FAIL] 'the wb' <-> 'the wb television network' cosine=0.589 (threshold 0.88)
2026-03-25 05:57:35 | SimilarityScript | INFO | [Gate1] 'the wb television network' → 1 candidate(s): ['the wb']
2026-03-25 05:57:35 | SimilarityScript | INFO | [Gate1] 'trinidad and tobago football league system' → 1 candidate(s): ['football league']
2026-03-25 05:57:35 | SimilarityScript | INFO | [Gate1] 'trump organization' → 1 candidate(s): ['the trump organization']
2026-03-25 05:57:36 | SimilarityScript | INFO | [Gate1] 'twisted nerve' → 1 candidate(s): ['twisted nerve records']
2026-03-25 05:57:36 | SimilarityScript | INFO | [Gate3 FAIL] 'twisted nerve' <-> 'twisted nerve records' cosine=0.624 (threshold 0.88)
2026-03-25 05:57:36 | SimilarityScript | INFO | [Gate1] 'twisted nerve records' → 1 candidate(s): ['twisted nerve']
2026-03-25 05:57:36 | SimilarityScript | INFO | [Gate1] 'u.s. air force' → 1 candidate(s): ['air force']
2026-03-25 05:57:36 | SimilarityScript | INFO | [Gate1] 'u.s. army' → 1 candidate(s): ['u.s. army ranger']
2026-03-25 05:57:36 | SimilarityScript | INFO | [Gate3 FAIL] 'u.s. army' <-> 'u.s. army ranger' cosine=0.288 (threshold 0.88)
2026-03-25 05:57:36 | SimilarityScript | INFO | [Gate1] 'u.s. army ranger' → 1 candidate(s): ['u.s. army']
2026-03-25 05:57:36 | SimilarityScript | INFO | [Gate1] 'u.s. marine corps' → 1 candidate(s): ['marine corps']
2026-03-25 05:57:36 | SimilarityScript | INFO | [Gate1] 'ukrainian armed forces' → 2 candidate(s): ['military music department of the general staff of the ukrainian armed forces', 'armed forces']
2026-03-25 05:57:36 | SimilarityScript | INFO | [Gate1] 'united football league' → 1 candidate(s): ['football league']
2026-03-25 05:57:36 | SimilarityScript | INFO | [Gate1] 'united states armed forces' → 1 candidate(s): ['armed forces']
2026-03-25 05:57:36 | SimilarityScript | INFO | [Gate1] 'united states army' → 2 candidate(s): ['united states army air service', 'united states army air forces']
2026-03-25 05:57:36 | SimilarityScript | INFO | [Gate3 FAIL] 'united states army' <-> 'united states army air service' cosine=0.450 (threshold 0.88)
2026-03-25 05:57:36 | SimilarityScript | INFO | [Gate3 FAIL] 'united states army' <-> 'united states army air forces' cosine=0.380 (threshold 0.88)
2026-03-25 05:57:36 | SimilarityScript | INFO | [Gate1] 'united states army air forces' → 2 candidate(s): ['united states army', 'air force']
2026-03-25 05:57:36 | SimilarityScript | INFO | [Gate1] 'united states army air service' → 1 candidate(s): ['united states army']
2026-03-25 05:57:36 | SimilarityScript | INFO | [Gate1] 'united states coast guard' → 1 candidate(s): ['coast guard']
2026-03-25 05:57:36 | SimilarityScript | INFO | [Gate1] 'united states federal government' → 1 candidate(s): ['federal government']
2026-03-25 05:57:36 | SimilarityScript | INFO | [Gate1] 'united states football league' → 1 candidate(s): ['football league']
2026-03-25 05:57:36 | SimilarityScript | INFO | [Gate1] 'united states intelligence community' → 1 candidate(s): ['united states intelligence community (ic)']
2026-03-25 05:57:36 | SimilarityScript | INFO | [Gate3 FAIL] 'united states intelligence community' <-> 'united states intelligence community (ic)' cosine=0.774 (threshold 0.88)
2026-03-25 05:57:36 | SimilarityScript | INFO | [Gate1] 'united states intelligence community (ic)' → 1 candidate(s): ['united states intelligence community']
2026-03-25 05:57:36 | SimilarityScript | INFO | [Gate1] 'united states mission to the european union' → 1 candidate(s): ['european union']
2026-03-25 05:57:36 | SimilarityScript | INFO | [Gate1] 'united states public health service commissioned corps' → 1 candidate(s): ['public health service']
2026-03-25 05:57:36 | SimilarityScript | INFO | [Gate1] 'united states strategic air forces in the pacific' → 1 candidate(s): ['air force']
2026-03-25 05:57:37 | SimilarityScript | INFO | [Gate1] 'united states supreme court' → 1 candidate(s): ['supreme court']
2026-03-25 05:57:37 | SimilarityScript | INFO | [Gate1] 'university of belgrade' → 1 candidate(s): ['university of belgrade faculty of philosophy']
2026-03-25 05:57:37 | SimilarityScript | INFO | [Gate3 FAIL] 'university of belgrade' <-> 'university of belgrade faculty of philosophy' cosine=0.672 (threshold 0.88)
2026-03-25 05:57:37 | SimilarityScript | INFO | [Gate1] 'university of belgrade faculty of philosophy' → 1 candidate(s): ['university of belgrade']
2026-03-25 05:57:37 | SimilarityScript | INFO | [Gate1] 'university of colorado' → 2 candidate(s): ['university of colorado at boulder', 'university of colorado boulder']
2026-03-25 05:57:37 | SimilarityScript | INFO | [Gate3 PASS] 'university of colorado' <-> 'university of colorado at boulder' cosine=0.884
2026-03-25 05:57:38 | SimilarityScript | INFO |   [CREATED] IS_PARENT_INSTITUTION: 'university of colorado' <-> 'university of colorado at boulder' (confidence=1.00)
2026-03-25 05:57:38 | SimilarityScript | INFO | [Gate3 FAIL] 'university of colorado' <-> 'university of colorado boulder' cosine=0.829 (threshold 0.88)
2026-03-25 05:57:38 | SimilarityScript | INFO | [Gate1] 'university of colorado at boulder' → 1 candidate(s): ['university of colorado']
2026-03-25 05:57:38 | SimilarityScript | INFO | [Gate1] 'university of colorado boulder' → 1 candidate(s): ['university of colorado']
2026-03-25 05:57:38 | SimilarityScript | INFO | [Gate1] 'university of milan' → 1 candidate(s): ['university of milano-bicocca']
2026-03-25 05:57:38 | SimilarityScript | INFO | [Gate3 FAIL] 'university of milan' <-> 'university of milano-bicocca' cosine=0.548 (threshold 0.88)
2026-03-25 05:57:38 | SimilarityScript | INFO | [Gate1] 'university of milano-bicocca' → 1 candidate(s): ['university of milan']
2026-03-25 05:57:38 | SimilarityScript | INFO | [Gate1] 'university of missouri' → 1 candidate(s): ['university of missouri–kansas city']
2026-03-25 05:57:38 | SimilarityScript | INFO | [Gate3 FAIL] 'university of missouri' <-> 'university of missouri–kansas city' cosine=0.738 (threshold 0.88)
2026-03-25 05:57:38 | SimilarityScript | INFO | [Gate1] 'university of missouri–kansas city' → 1 candidate(s): ['university of missouri']
2026-03-25 05:57:38 | SimilarityScript | INFO | [Gate1] 'university of richmond' → 2 candidate(s): ['university of richmond spiders', 'university of richmond spiders basketball']
2026-03-25 05:57:38 | SimilarityScript | INFO | [Gate3 FAIL] 'university of richmond' <-> 'university of richmond spiders' cosine=0.846 (threshold 0.88)
2026-03-25 05:57:38 | SimilarityScript | INFO | [Gate3 FAIL] 'university of richmond' <-> 'university of richmond spiders basketball' cosine=0.854 (threshold 0.88)
2026-03-25 05:57:39 | SimilarityScript | INFO | [Gate1] 'university of richmond spiders' → 2 candidate(s): ['university of richmond', 'university of richmond spiders basketball']
2026-03-25 05:57:39 | SimilarityScript | INFO | [Gate3 PASS] 'university of richmond spiders' <-> 'university of richmond spiders basketball' cosine=0.888
2026-03-25 05:57:40 | SimilarityScript | INFO |   [CREATED] IS_SYNONYM: 'university of richmond spiders' <-> 'university of richmond spiders basketball' (confidence=1.00)
2026-03-25 05:57:40 | SimilarityScript | INFO | [Gate1] 'university of richmond spiders basketball' → 2 candidate(s): ['university of richmond spiders', 'university of richmond']
2026-03-25 05:57:40 | SimilarityScript | INFO | [Gate1] 'university of southern california' → 1 candidate(s): ["university of southern california's medical school"]
2026-03-25 05:57:40 | SimilarityScript | INFO | [Gate3 FAIL] 'university of southern california' <-> 'university of southern california's medical school' cosine=0.834 (threshold 0.88)
2026-03-25 05:57:40 | SimilarityScript | INFO | [Gate1] 'university of southern california's medical school' → 2 candidate(s): ['medical school', 'university of southern california']
