2026-02-27 10:03:43 | LLMService | INFO | Primary LLM Provider: LM_STUDIO
2026-02-27 10:23:23 | LLMService | INFO | [LLM] Identified 2 information needs for query: Roger O. Egeberg was Assistant Secretary for Health and Scientific Affairs during the administration of a president that served during what years?
2026-02-27 10:23:23 | LLMService | INFO |   1. Who was Roger O. Egeberg’s president?
2026-02-27 10:23:23 | LLMService | INFO |   2. During what years did [president] serve?
2026-02-27 10:23:24 | LLMService | INFO | [LLM] back-ref rewrite: 'During what years did [president] serve?' → 'During what years did [placeholder] serve?'
2026-02-27 10:23:24 | LLMService | INFO | [LM Studio] Extracting with google/gemma-3-4b (JSON mode)
2026-02-27 10:23:24 | LLMService | WARNING | [LM Studio] response_format=json_object failed: Error code: 400 - {'error': "'response_format.type' must be 'json_schema' or 'text'"}
2026-02-27 10:23:32 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve biographical information about relationships – specifically, who held positions under a person.
2026-02-27 10:23:34 | LLMService | DEBUG | [LLM] Type synonyms for 'person': ['person', 'individual', 'human', 'being', 'resident', 'subject']
2026-02-27 10:23:41 | LLMService | INFO | [LM Studio] Extracting with google/gemma-3-4b (JSON mode)
2026-02-27 10:23:41 | LLMService | WARNING | [LM Studio] response_format=json_object failed: Error code: 400 - {'error': "'response_format.type' must be 'json_schema' or 'text'"}
2026-02-27 10:23:49 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve biographical details regarding a person's career timeline and specific roles held.
2026-02-27 10:23:50 | LLMService | DEBUG | [LLM] Type synonyms for 'person': ['person', 'individual', 'human', 'being', 'resident', 'subject']
2026-02-27 10:23:59 | LLMService | INFO | synthesize calling model: google/gemma-3-4b
2026-02-27 10:24:10 | LLMService | INFO | [LLM] Identified 2 information needs for query: Which writer was from England, Henry Roth or Robert Erskine Childers?
2026-02-27 10:24:10 | LLMService | INFO |   1. What is Henry Roth’s nationality?
2026-02-27 10:24:10 | LLMService | INFO |   2. What is Robert Erskine Childers’ nationality?
2026-02-27 10:24:11 | LLMService | INFO | [LLM] back-ref rewrite: 'What is Robert Erskine Childers’ nationality?' → 'What is [the author]'s nationality?'
2026-02-27 10:24:11 | LLMService | INFO | [LM Studio] Extracting with google/gemma-3-4b (JSON mode)
2026-02-27 10:24:11 | LLMService | WARNING | [LM Studio] response_format=json_object failed: Error code: 400 - {'error': "'response_format.type' must be 'json_schema' or 'text'"}
2026-02-27 10:24:19 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve biographical details regarding a person’s origin, citizenship, and national identity.
2026-02-27 10:24:21 | LLMService | INFO | [LM Studio] Extracting with google/gemma-3-4b (JSON mode)
2026-02-27 10:24:21 | LLMService | WARNING | [LM Studio] response_format=json_object failed: Error code: 400 - {'error': "'response_format.type' must be 'json_schema' or 'text'"}
2026-02-27 10:24:29 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve biographical details about nationality, citizenship, and cultural affiliations.
2026-02-27 10:24:30 | LLMService | DEBUG | [LLM] Type synonyms for 'person': ['person', 'individual', 'human', 'being', 'resident', 'subject']
2026-02-27 10:24:49 | LLMService | INFO | synthesize calling model: google/gemma-3-4b
2026-02-27 10:25:01 | LLMService | INFO | [LLM] Identified 2 information needs for query: Which other Mexican Formula One race car driver has held the podium besides the Force India driver born in 1990?
2026-02-27 10:25:01 | LLMService | INFO |   1. Who is the Force India driver born in 1990?
2026-02-27 10:25:01 | LLMService | INFO |   2. Which Mexican Formula One drivers have achieved a podium finish?
2026-02-27 10:25:02 | LLMService | INFO | [LLM] back-ref rewrite: 'Which Mexican Formula One drivers have achieved a podium finish?' → 'Which Mexican [Formula One drivers] have achieved a podium finish?'
2026-02-27 10:25:02 | LLMService | INFO | [LM Studio] Extracting with google/gemma-3-4b (JSON mode)
2026-02-27 10:25:02 | LLMService | WARNING | [LM Studio] response_format=json_object failed: Error code: 400 - {'error': "'response_format.type' must be 'json_schema' or 'text'"}
2026-02-27 10:25:10 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve biographical details, focusing on birthdates and associated information for individuals.
2026-02-27 10:25:12 | LLMService | DEBUG | [LLM] Type synonyms for 'person': ['person', 'individual', 'human', 'being', 'resident', 'subject']
2026-02-27 10:25:21 | LLMService | INFO | [LM Studio] Extracting with google/gemma-3-4b (JSON mode)
2026-02-27 10:25:21 | LLMService | WARNING | [LM Studio] response_format=json_object failed: Error code: 400 - {'error': "'response_format.type' must be 'json_schema' or 'text'"}
2026-02-27 10:25:29 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve biographical details focusing on achievements, specifically podium finishes, for individuals named Sergio Pérez.
2026-02-27 10:25:30 | LLMService | DEBUG | [LLM] Type synonyms for 'person': ['person', 'individual', 'human', 'being', 'resident', 'subject']
2026-02-27 10:25:38 | LLMService | INFO | synthesize calling model: google/gemma-3-4b
2026-02-27 10:25:47 | LLMService | INFO | [LLM] Identified 2 information needs for query: This singer of A Rather Blustery Day also voiced what hedgehog?
2026-02-27 10:25:47 | LLMService | INFO |   1. Who is the singer of “A Rather Blustery Day”?
2026-02-27 10:25:47 | LLMService | INFO |   2. What hedgehog did [singer] voice?
2026-02-27 10:25:48 | LLMService | INFO | [LLM] back-ref rewrite: 'What hedgehog did [singer] voice?' → 'What hedgehog did [placeholder] voice?'
2026-02-27 10:25:48 | LLMService | INFO | [LM Studio] Extracting with google/gemma-3-4b (JSON mode)
2026-02-27 10:25:48 | LLMService | WARNING | [LM Studio] response_format=json_object failed: Error code: 400 - {'error': "'response_format.type' must be 'json_schema' or 'text'"}
2026-02-27 10:25:57 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve biographical details about artists, focusing on their musical works and performances.
2026-02-27 10:25:57 | LLMService | INFO | [LM Studio] Extracting with google/gemma-3-4b (JSON mode)
2026-02-27 10:25:57 | LLMService | WARNING | [LM Studio] response_format=json_object failed: Error code: 400 - {'error': "'response_format.type' must be 'json_schema' or 'text'"}
2026-02-27 10:26:06 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve biographical details about artists and their associated musical works.
2026-02-27 10:26:08 | LLMService | INFO | [LM Studio] Extracting with google/gemma-3-4b (JSON mode)
2026-02-27 10:26:08 | LLMService | WARNING | [LM Studio] response_format=json_object failed: Error code: 400 - {'error': "'response_format.type' must be 'json_schema' or 'text'"}
2026-02-27 10:26:15 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve biographical information about acting roles and film credits associated with the person.
2026-02-27 10:26:17 | LLMService | DEBUG | [LLM] Type synonyms for 'person': ['person', 'individual', 'human', 'being', 'resident', 'subject']
2026-02-27 10:26:18 | LLMService | DEBUG | [LLM] Type synonyms for 'film': ['film', 'film → movie', 'cinema', 'motion picture', 'video', 'flick']
2026-02-27 10:26:27 | LLMService | INFO | synthesize calling model: google/gemma-3-4b
2026-02-27 10:26:41 | LLMService | INFO | [LLM] Identified 2 information needs for query: Aside from the Apple Remote, what other device can control the program Apple Remote was originally designed to interact with?
2026-02-27 10:26:41 | LLMService | INFO |   1. What was the original purpose of the Apple Remote?
2026-02-27 10:26:41 | LLMService | INFO |   2. What device was the Apple Remote originally designed to interact with, besides the Apple Remote itself?
2026-02-27 10:26:43 | LLMService | INFO | [LLM] back-ref rewrite: 'What device was the Apple Remote originally designed to interact with, besides the Apple Remote itself?' → 'What device was [placeholder] originally designed to interact with, besides [placeholder]?'
2026-02-27 10:26:43 | LLMService | INFO | [LM Studio] Extracting with google/gemma-3-4b (JSON mode)
2026-02-27 10:26:43 | LLMService | WARNING | [LM Studio] response_format=json_object failed: Error code: 400 - {'error': "'response_format.type' must be 'json_schema' or 'text'"}
2026-02-27 10:26:51 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve biographical details about the origins and initial function of a product.
2026-02-27 10:26:52 | LLMService | DEBUG | [LLM] Type synonyms for 'organization': ['organization', 'company', 'corporation', 'institution', 'firm', 'enterprise']
2026-02-27 10:26:53 | LLMService | DEBUG | [LLM] Type synonyms for 'product': ['product', 'item', 'merchandise', 'good', 'commodity', 'offering']
2026-02-27 10:27:02 | LLMService | INFO | [LM Studio] Extracting with google/gemma-3-4b (JSON mode)
2026-02-27 10:27:02 | LLMService | WARNING | [LM Studio] response_format=json_object failed: Error code: 400 - {'error': "'response_format.type' must be 'json_schema' or 'text'"}
2026-02-27 10:27:10 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve historical relationships and origins of devices, focusing on their initial intended interaction.
2026-02-27 10:27:11 | LLMService | DEBUG | [LLM] Type synonyms for 'organization': ['organization', 'company', 'corporation', 'institution', 'firm', 'enterprise']
2026-02-27 10:27:12 | LLMService | DEBUG | [LLM] Type synonyms for 'place': ['place', 'location', 'area', 'region', 'landmark', 'territory']
2026-02-27 10:27:20 | LLMService | INFO | synthesize calling model: google/gemma-3-4b
2026-02-27 10:27:31 | LLMService | INFO | [LLM] Identified 4 information needs for query: Which performance act has a higher instrument to person ratio, Badly Drawn Boy or Wolf Alice? 
2026-02-27 10:27:31 | LLMService | INFO |   1. What performance act is Badly Drawn Boy?
2026-02-27 10:27:31 | LLMService | INFO |   2. What performance act is Wolf Alice?
2026-02-27 10:27:31 | LLMService | INFO |   3. For [Badly Drawn Boy], what instruments are used in their performances?
2026-02-27 10:27:31 | LLMService | INFO |   4. For [Wolf Alice], what instruments are used in their performances?
2026-02-27 10:27:32 | LLMService | INFO | [LLM] back-ref rewrite: 'What performance act is Wolf Alice?' → 'What performance act is [placeholder]?'
2026-02-27 10:27:33 | LLMService | INFO | [LLM] back-ref rewrite: 'For [Badly Drawn Boy], what instruments are used in their performances?' → 'For [placeholder], what instruments are used in their performances?'
2026-02-27 10:27:34 | LLMService | INFO | [LM Studio] Extracting with google/gemma-3-4b (JSON mode)
2026-02-27 10:27:34 | LLMService | WARNING | [LM Studio] response_format=json_object failed: Error code: 400 - {'error': "'response_format.type' must be 'json_schema' or 'text'"}
2026-02-27 10:27:42 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve biographical details about performances, including roles and associated events.
2026-02-27 10:27:43 | LLMService | DEBUG | [LLM] Type synonyms for 'person': ['person', 'individual', 'human', 'being', 'resident', 'subject']
2026-02-27 10:27:44 | LLMService | DEBUG | [LLM] Type synonyms for 'film': ['film', 'film → movie', 'cinema', 'motion picture', 'video', 'flick']
2026-02-27 10:27:53 | LLMService | INFO | [LM Studio] Extracting with google/gemma-3-4b (JSON mode)
2026-02-27 10:27:53 | LLMService | WARNING | [LM Studio] response_format=json_object failed: Error code: 400 - {'error': "'response_format.type' must be 'json_schema' or 'text'"}
2026-02-27 10:28:01 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve biographical details about performances, including roles and associated events.
2026-02-27 10:28:03 | LLMService | DEBUG | [LLM] Type synonyms for 'person': ['person', 'individual', 'human', 'being', 'resident', 'subject']
2026-02-27 10:28:04 | LLMService | DEBUG | [LLM] Type synonyms for 'film': ['film', 'film → movie', 'cinema', 'motion picture', 'video', 'flick']
2026-02-27 10:28:11 | LLMService | INFO | [LM Studio] Extracting with google/gemma-3-4b (JSON mode)
2026-02-27 10:28:11 | LLMService | WARNING | [LM Studio] response_format=json_object failed: Error code: 400 - {'error': "'response_format.type' must be 'json_schema' or 'text'"}
2026-02-27 10:28:19 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve musical instrumentation details associated with performances for the specified person.
2026-02-27 10:28:21 | LLMService | DEBUG | [LLM] Type synonyms for 'person': ['person', 'individual', 'human', 'being', 'resident', 'subject']
2026-02-27 10:28:21 | LLMService | DEBUG | [LLM] Type synonyms for 'film': ['film', 'film → movie', 'cinema', 'motion picture', 'video', 'flick']
2026-02-27 10:28:29 | LLMService | INFO | [LM Studio] Extracting with google/gemma-3-4b (JSON mode)
2026-02-27 10:28:29 | LLMService | WARNING | [LM Studio] response_format=json_object failed: Error code: 400 - {'error': "'response_format.type' must be 'json_schema' or 'text'"}
2026-02-27 10:28:37 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve musical instrument usage associated with specific instruments and their performances.
2026-02-27 10:28:39 | LLMService | DEBUG | [LLM] Type synonyms for 'instrument': ['instrument', 'tool', 'device', 'equipment', 'gadget', 'implement']
2026-02-27 10:28:40 | LLMService | DEBUG | [LLM] Type synonyms for 'organization': ['organization', 'company', 'corporation', 'institution', 'business', 'enterprise']
2026-02-27 10:28:46 | LLMService | INFO | synthesize calling model: google/gemma-3-4b
2026-02-27 10:28:56 | LLMService | INFO | [LLM] Identified 3 information needs for query: What was the father of Kasper Schmeichel voted to be by the IFFHS in 1992?
2026-02-27 10:28:56 | LLMService | INFO |   1. Who is Kasper Schmeichel?
2026-02-27 10:28:56 | LLMService | INFO |   2. What was Kasper Schmeichel's father’s name?
2026-02-27 10:28:56 | LLMService | INFO |   3. What were the voting results of the IFFHS in 1992?
2026-02-27 10:28:57 | LLMService | INFO | [LLM] back-ref rewrite: 'What was Kasper Schmeichel's father’s name?' → 'What was [placeholder]'s father’s name?'
2026-02-27 10:28:58 | LLMService | INFO | [LLM] back-ref rewrite: 'What were the voting results of the IFFHS in 1992?' → 'What were the voting results of [the IFFHS] in 1992?'
2026-02-27 10:28:58 | LLMService | INFO | [LM Studio] Extracting with google/gemma-3-4b (JSON mode)
2026-02-27 10:28:59 | LLMService | WARNING | [LM Studio] response_format=json_object failed: Error code: 400 - {'error': "'response_format.type' must be 'json_schema' or 'text'"}
2026-02-27 10:29:06 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve biographical information about individuals, including their background and key accomplishments.
2026-02-27 10:29:10 | LLMService | INFO | [LM Studio] Extracting with google/gemma-3-4b (JSON mode)
2026-02-27 10:29:10 | LLMService | WARNING | [LM Studio] response_format=json_object failed: Error code: 400 - {'error': "'response_format.type' must be 'json_schema' or 'text'"}
2026-02-27 10:29:18 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve biographical details, including key facts and significant events related to the person.
2026-02-27 10:29:18 | LLMService | INFO | [LM Studio] Extracting with google/gemma-3-4b (JSON mode)
2026-02-27 10:29:18 | LLMService | WARNING | [LM Studio] response_format=json_object failed: Error code: 400 - {'error': "'response_format.type' must be 'json_schema' or 'text'"}
2026-02-27 10:29:26 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve biographical details about family relationships, specifically parent names.
2026-02-27 10:29:29 | LLMService | INFO | [LM Studio] Extracting with google/gemma-3-4b (JSON mode)
2026-02-27 10:29:29 | LLMService | WARNING | [LM Studio] response_format=json_object failed: Error code: 400 - {'error': "'response_format.type' must be 'json_schema' or 'text'"}
2026-02-27 10:29:37 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve biographical details about family relationships, specifically parent names.
2026-02-27 10:29:38 | LLMService | INFO | [LM Studio] Extracting with google/gemma-3-4b (JSON mode)
2026-02-27 10:29:38 | LLMService | WARNING | [LM Studio] response_format=json_object failed: Error code: 400 - {'error': "'response_format.type' must be 'json_schema' or 'text'"}
2026-02-27 10:29:46 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve historical event data, specifically election results and dates related to political events.
2026-02-27 10:29:48 | LLMService | DEBUG | [LLM] Type synonyms for 'place': ['place', 'location', 'area', 'region', 'territory', 'site']
2026-02-27 10:29:49 | LLMService | DEBUG | [LLM] Type synonyms for 'organization': ['organization', 'company', 'corporation', 'institution', 'firm', 'enterprise']
2026-02-27 10:29:53 | LLMService | INFO | [LM Studio] Extracting with google/gemma-3-4b (JSON mode)
2026-02-27 10:29:53 | LLMService | WARNING | [LM Studio] response_format=json_object failed: Error code: 400 - {'error': "'response_format.type' must be 'json_schema' or 'text'"}
2026-02-27 10:30:02 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve historical event data, specifically election results and dates related to the user.
2026-02-27 10:30:04 | LLMService | DEBUG | [LLM] Type synonyms for 'place': ['place', 'location', 'area', 'region', 'landmark', 'territory']
2026-02-27 10:30:05 | LLMService | DEBUG | [LLM] Type synonyms for 'organization': ['organization', 'company', 'corporation', 'institution', 'firm', 'enterprise']
2026-02-27 10:30:07 | LLMService | INFO | synthesize calling model: google/gemma-3-4b
2026-02-27 10:30:20 | LLMService | INFO | [LLM] Identified 2 information needs for query: Who was the writer of These Boots Are Made for Walkin' and who died in 2007?
2026-02-27 10:30:20 | LLMService | INFO |   1. Who wrote “These Boots Are Made for Walkin’”?
2026-02-27 10:30:20 | LLMService | INFO |   2. What year did Shania Twain die?
2026-02-27 10:30:20 | LLMService | INFO | [LLM] back-ref rewrite: 'What year did Shania Twain die?' → 'What year did [placeholder] die?'
2026-02-27 10:30:20 | LLMService | INFO | [LM Studio] Extracting with google/gemma-3-4b (JSON mode)
2026-02-27 10:30:20 | LLMService | WARNING | [LM Studio] response_format=json_object failed: Error code: 400 - {'error': "'response_format.type' must be 'json_schema' or 'text'"}
2026-02-27 10:30:27 | LLMService | ERROR | Extraction failed with lm_studio: 3 validation errors for QueryAnalysis
entities.3
  Input should be a valid string [type=string_type, input_value=[], input_type=list]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type
entities.4
  Input should be a valid string [type=string_type, input_value={'keywords': ["These Boot...estion_attribute': None}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type
requires_recent_context
  Field required [type=missing, input_value={'intent': 'search', 'is_...tion_attribute': None}]}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.12/v/missing
2026-02-27 10:30:27 | LLMService | ERROR | Query analysis failed: Empty extraction result
2026-02-27 10:30:29 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve biographical details about creative works, including authorship and origins.
2026-02-27 10:30:37 | LLMService | INFO | [LM Studio] Extracting with google/gemma-3-4b (JSON mode)
2026-02-27 10:30:37 | LLMService | WARNING | [LM Studio] response_format=json_object failed: Error code: 400 - {'error': "'response_format.type' must be 'json_schema' or 'text'"}
2026-02-27 10:30:45 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve biographical details about dates of death and related life events.
2026-02-27 10:30:48 | LLMService | INFO | synthesize calling model: google/gemma-3-4b
2026-02-27 10:30:58 | LLMService | INFO | [LLM] Identified 3 information needs for query: The 2011–12 VCU Rams men's basketball team, led by third year head coach Shaka Smart, represented Virginia Commonwealth University which was founded in what year?
2026-02-27 10:30:58 | LLMService | INFO |   1. Who is Shaka Smart?
2026-02-27 10:30:58 | LLMService | INFO |   2. What university does Virginia Commonwealth University represent?
2026-02-27 10:30:58 | LLMService | INFO |   3. When was Virginia Commonwealth University founded?
2026-02-27 10:30:59 | LLMService | INFO | [LLM] back-ref rewrite: 'What university does Virginia Commonwealth University represent?' → 'What university does [placeholder] represent?'
2026-02-27 10:31:00 | LLMService | INFO | [LLM] back-ref rewrite: 'When was Virginia Commonwealth University founded?' → 'When was [the university] founded?'
2026-02-27 10:31:00 | LLMService | INFO | [LM Studio] Extracting with google/gemma-3-4b (JSON mode)
2026-02-27 10:31:00 | LLMService | WARNING | [LM Studio] response_format=json_object failed: Error code: 400 - {'error': "'response_format.type' must be 'json_schema' or 'text'"}
2026-02-27 10:31:08 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve biographical information about people, including their roles, affiliations, and key accomplishments.
2026-02-27 10:31:09 | LLMService | DEBUG | [LLM] Type synonyms for 'person': ['person', 'individual', 'human', 'being', 'resident', 'subject']
2026-02-27 10:31:11 | LLMService | INFO | [LM Studio] Extracting with google/gemma-3-4b (JSON mode)
2026-02-27 10:31:11 | LLMService | WARNING | [LM Studio] response_format=json_object failed: Error code: 400 - {'error': "'response_format.type' must be 'json_schema' or 'text'"}
2026-02-27 10:31:19 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve biographical information about people, including their background, accomplishments, and relevant associations.
2026-02-27 10:31:20 | LLMService | DEBUG | [LLM] Type synonyms for 'person': ['person', 'individual', 'human', 'being', 'resident', 'subject']
2026-02-27 10:31:20 | LLMService | INFO | [LM Studio] Extracting with google/gemma-3-4b (JSON mode)
2026-02-27 10:31:20 | LLMService | WARNING | [LM Studio] response_format=json_object failed: Error code: 400 - {'error': "'response_format.type' must be 'json_schema' or 'text'"}
2026-02-27 10:31:28 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve biographical information about institutions and affiliations associated with the person.
2026-02-27 10:31:29 | LLMService | DEBUG | [LLM] Type synonyms for 'organization': ['organization', 'company', 'corporation', 'institution', 'business', 'enterprise']
2026-02-27 10:31:38 | LLMService | INFO | [LM Studio] Extracting with google/gemma-3-4b (JSON mode)
2026-02-27 10:31:38 | LLMService | WARNING | [LM Studio] response_format=json_object failed: Error code: 400 - {'error': "'response_format.type' must be 'json_schema' or 'text'"}
2026-02-27 10:31:46 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve biographical information about institutions, organizations, and locations associated with the person.
2026-02-27 10:31:47 | LLMService | DEBUG | [LLM] Type synonyms for 'organization': ['organization', 'company', 'corporation', 'institution', 'firm', 'enterprise']
2026-02-27 10:31:54 | LLMService | INFO | [LM Studio] Extracting with google/gemma-3-4b (JSON mode)
2026-02-27 10:31:54 | LLMService | WARNING | [LM Studio] response_format=json_object failed: Error code: 400 - {'error': "'response_format.type' must be 'json_schema' or 'text'"}
2026-02-27 10:32:03 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve biographical information about founding dates, origins, and related institutions.
2026-02-27 10:32:04 | LLMService | DEBUG | [LLM] Type synonyms for 'organization': ['organization', 'company', 'corporation', 'institution', 'firm', 'enterprise']
2026-02-27 10:32:10 | LLMService | INFO | synthesize calling model: google/gemma-3-4b
2026-02-27 10:32:21 | LLMService | INFO | [LLM] Identified 3 information needs for query: Are both Dictyosperma, and Huernia described as a genus?
2026-02-27 10:32:21 | LLMService | INFO |   1. What is the definition of a genus in botany/taxonomy?
2026-02-27 10:32:21 | LLMService | INFO |   2. Is Dictyosperma described as a genus within the knowledge base?
2026-02-27 10:32:21 | LLMService | INFO |   3. Is Huernia described as a genus within the knowledge base?
2026-02-27 10:32:22 | LLMService | INFO | [LLM] back-ref rewrite: 'Is Dictyosperma described as a genus within the knowledge base?' → 'Is [the genus] described as a [genus] within the knowledge base?'
2026-02-27 10:32:23 | LLMService | INFO | [LLM] back-ref rewrite: 'Is Huernia described as a genus within the knowledge base?' → 'Is [Huernia] described as a genus within the knowledge base?'
2026-02-27 10:32:23 | LLMService | INFO | [LM Studio] Extracting with google/gemma-3-4b (JSON mode)
2026-02-27 10:32:23 | LLMService | WARNING | [LM Studio] response_format=json_object failed: Error code: 400 - {'error': "'response_format.type' must be 'json_schema' or 'text'"}
2026-02-27 10:32:31 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve taxonomic definitions and botanical classifications from your knowledge base.
2026-02-27 10:32:33 | LLMService | DEBUG | [LLM] Type synonyms for 'organization': ['organization', 'company', 'corporation', 'institution', 'firm', 'enterprise']
2026-02-27 10:32:34 | LLMService | DEBUG | [LLM] Type synonyms for 'place': ['place', 'location', 'area', 'region', 'territory', 'site']
2026-02-27 10:32:39 | LLMService | INFO | [LM Studio] Extracting with google/gemma-3-4b (JSON mode)
2026-02-27 10:32:39 | LLMService | WARNING | [LM Studio] response_format=json_object failed: Error code: 400 - {'error': "'response_format.type' must be 'json_schema' or 'text'"}
2026-02-27 10:32:48 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve taxonomic definitions and explanations related to biological classification.
2026-02-27 10:32:49 | LLMService | DEBUG | [LLM] Type synonyms for 'organization': ['organization', 'company', 'corporation', 'institution', 'firm', 'enterprise']
2026-02-27 10:32:50 | LLMService | DEBUG | [LLM] Type synonyms for 'place': ['place', 'location', 'area', 'region', 'territory', 'site']
2026-02-27 10:32:53 | LLMService | INFO | [LM Studio] Extracting with google/gemma-3-4b (JSON mode)
2026-02-27 10:32:53 | LLMService | WARNING | [LM Studio] response_format=json_object failed: Error code: 400 - {'error': "'response_format.type' must be 'json_schema' or 'text'"}
2026-02-27 10:33:00 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve biographical details about roles, affiliations, and activities associated with the person.
2026-02-27 10:33:02 | LLMService | DEBUG | [LLM] Type synonyms for 'person': ['person', 'individual', 'human', 'being', 'resident', 'subject']
2026-02-27 10:33:02 | LLMService | DEBUG | [LLM] Type synonyms for 'place': ['place', 'location', 'area', 'region', 'territory', 'site']
2026-02-27 10:33:05 | LLMService | INFO | [LM Studio] Extracting with google/gemma-3-4b (JSON mode)
2026-02-27 10:33:05 | LLMService | WARNING | [LM Studio] response_format=json_object failed: Error code: 400 - {'error': "'response_format.type' must be 'json_schema' or 'text'"}
2026-02-27 10:33:12 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve biographical details about roles, affiliations, and activities associated with the person.
2026-02-27 10:33:14 | LLMService | DEBUG | [LLM] Type synonyms for 'person': ['person', 'individual', 'human', 'being', 'resident', 'subject']
2026-02-27 10:33:15 | LLMService | DEBUG | [LLM] Type synonyms for 'place': ['place', 'location', 'area', 'region', 'landmark', 'territory']
2026-02-27 10:33:15 | LLMService | INFO | [LM Studio] Extracting with google/gemma-3-4b (JSON mode)
2026-02-27 10:33:15 | LLMService | WARNING | [LM Studio] response_format=json_object failed: Error code: 400 - {'error': "'response_format.type' must be 'json_schema' or 'text'"}
2026-02-27 10:33:22 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve biographical details about roles, affiliations, and historical events associated with the person.
2026-02-27 10:33:24 | LLMService | DEBUG | [LLM] Type synonyms for 'organization': ['organization', 'company', 'corporation', 'institution', 'firm', 'enterprise']
2026-02-27 10:33:26 | LLMService | INFO | [LM Studio] Extracting with google/gemma-3-4b (JSON mode)
2026-02-27 10:33:26 | LLMService | WARNING | [LM Studio] response_format=json_object failed: Error code: 400 - {'error': "'response_format.type' must be 'json_schema' or 'text'"}
2026-02-27 10:33:33 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve biographical details about a person's roles, affiliations, and activities.
2026-02-27 10:33:34 | LLMService | DEBUG | [LLM] Type synonyms for 'organization': ['organization', 'company', 'corporation', 'institution', 'business', 'entity']
2026-02-27 10:33:35 | LLMService | INFO | synthesize calling model: google/gemma-3-4b
2026-02-27 10:33:46 | LLMService | INFO | [LLM] Identified 3 information needs for query: Kaiser Ventures corporation was founded by an American industrialist who became known as the father of modern American shipbuilding?
2026-02-27 10:33:46 | LLMService | INFO |   1. Who founded Kaiser Ventures corporation?
2026-02-27 10:33:46 | LLMService | INFO |   2. What is the name of the American industrialist who founded Kaiser Ventures corporation?
2026-02-27 10:33:46 | LLMService | INFO |   3. Who became known as the “father of modern American shipbuilding”?
2026-02-27 10:33:47 | LLMService | INFO | [LLM] back-ref rewrite: 'What is the name of the American industrialist who founded Kaiser Ventures corporation?' → 'What is the name of [the industrialist] who founded [Kaiser Ventures corporation]?'
2026-02-27 10:33:48 | LLMService | INFO | [LLM] back-ref rewrite: 'Who became known as the “father of modern American shipbuilding”?' → 'Who became known as the “[placeholder]” of modern American shipbuilding?'
2026-02-27 10:33:48 | LLMService | INFO | [LM Studio] Extracting with google/gemma-3-4b (JSON mode)
2026-02-27 10:33:48 | LLMService | WARNING | [LM Studio] response_format=json_object failed: Error code: 400 - {'error': "'response_format.type' must be 'json_schema' or 'text'"}
2026-02-27 10:33:55 | LLMService | INFO | [LLM] Generated embedding instruction: Retrieve biographical information about founders, organizations, and key personnel.
2026-02-27 10:33:57 | LLMService | DEBUG | [LLM] Type synonyms for 'organization': ['organization', 'company', 'corporation', 'institution', 'firm', 'enterprise']
2026-02-27 10:33:57 | LLMService | DEBUG | [LLM] Type synonyms for 'person': ['person', 'individual', 'human', 'being', 'resident', 'subject']
2026-02-27 10:34:03 | LLMService | INFO | [LM Studio] Extracting with google/gemma-3-4b (JSON mode)
