2026-02-26 21:07:58 | IngestionPipeline | INFO | Extraction Completed: summary='' domain='Professional' entities=[Entity(name='Bill Cosby', type='Person', importance=0.5, isolated_context='At Last Bill Cosby Really Sings is an album by Bill Cosby. It is his fifth music-based album and the only one released on the Stax Records-distributed Partee Records. It features appearances from former Stevie Wonder band members like future R&B star Ray Parker, Jr. on guitar, and also features a second collaboration with his songwriting partner Stu Gardner, who plays organ on this set.'), Entity(name='Stax Records', type='Organization', importance=0.5, isolated_context='At Last Bill Cosby Really Sings is an album by Bill Cosby. It is his fifth music-based album and the only one released on the Stax Records-distributed Partee Records.'), Entity(name='Partee Records', type='Organization', importance=0.5, isolated_context='At Last Bill Cosby Really Sings is an album by Bill Cosby. It is his fifth music-based album and the only one released on the Stax Records-distributed Partee Records.'), Entity(name='Ray Parker, Jr.', type='Person', importance=0.5, isolated_context='At Last Bill Cosby Really Sings is an album by Bill Cosby. It is his fifth music-based album and the only one released on the Stax Records-distributed Partee Records. It features appearances from former Stevie Wonder band members like future R&B star Ray Parker, Jr. on guitar, and also features a second collaboration with his songwriting partner Stu Gardner, who plays organ on this set.'), Entity(name='Stu Gardner', type='Person', importance=0.5, isolated_context='At Last Bill Cosby Really Sings is an album by Bill Cosby. It is his fifth music-based album and the only one released on the Stax Records-distributed Partee Records. It features appearances from former Stevie Wonder band members like future R&B star Ray Parker, Jr. on guitar, and also features a second collaboration with his songwriting partner Stu Gardner, who plays organ on this set.')] concepts=[Concept(name='Album', definition='', isolated_context='At Last Bill Cosby Really Sings is an album by Bill Cosby.'), Concept(name='Music', definition='', isolated_context='At Last Bill Cosby Really Sings is an album by Bill Cosby. It is his fifth music-based album and the only one released on the Stax Records-distributed Partee Records.')] tasks=[] persona_traits=[] references=[] relationships=[] sentiment='Neutral'
2026-02-27 03:08:18 | IngestionPipeline | INFO | Extracted: 5 entities, 3 concepts, 0 references.
2026-02-27 03:08:18 | IngestionPipeline | INFO | Domain: Professional
2026-02-27 03:08:18 | IngestionPipeline | INFO | Note complexity upgraded: 8 entities+concepts extracted
2026-02-27 03:08:18 | IngestionPipeline | INFO | Extraction took: 56.0727s
2026-02-27 03:08:18 | IngestionPipeline | INFO | [Agent] Refinement (Reasoning) triggered...
2026-02-27 03:08:48 | IngestionPipeline | INFO | [Ingestion] Using provided title: 'AES_F'
2026-02-27 03:08:52 | IngestionPipeline | INFO | [Ingestion] Creating 7 relationships...
2026-02-27 03:08:52 | IngestionPipeline | INFO | [Relationship] created: (aes+f)-[member_of]->(tatiana arzamasova)
2026-02-27 03:08:52 | IngestionPipeline | INFO | [Relationship] created: (aes+f)-[member_of]->(lev evzovich)
2026-02-27 03:08:52 | IngestionPipeline | INFO | [Relationship] created: (aes+f)-[member_of]->(evgeny svyatsky)
2026-02-27 03:08:52 | IngestionPipeline | INFO | [Relationship] created: (aes+f)-[member_of]->(vladimir fridkes)
2026-02-27 03:08:53 | IngestionPipeline | INFO | [Relationship] created: (aes+f)-[creates]->(video art)
2026-02-27 03:08:53 | IngestionPipeline | INFO | [Relationship] created: (aes+f)-[creates]->(installation)
2026-02-27 03:08:53 | IngestionPipeline | INFO | [Relationship] created: (aes+f)-[explores]->(global values)
2026-02-27 03:08:53 | IngestionPipeline | INFO | [Community] Assigned 8 nodes to 'Professional Knowledge'
2026-02-27 03:09:02 | IngestionPipeline | INFO | [Community] Updated summary and embedding for 'Professional Knowledge'
2026-02-27 03:09:02 | IngestionPipeline | INFO | [Ingestion] Updated Postgres Title for Note 57137422-bb88-4f5a-9edd-52e5c0e14d38: 'AES_F'
2026-02-27 03:09:02 | IngestionPipeline | INFO | [Ingestion] Updated Postgres Domain for Note 57137422-bb88-4f5a-9edd-52e5c0e14d38: 'Professional'
2026-02-27 03:09:02 | IngestionPipeline | INFO |   [Perf] Graph Storage took: 14.3898s
2026-02-27 03:09:02 | IngestionPipeline | INFO | [Agent] Updating Neighborhood Summaries (Delta Updates)...
2026-02-27 03:09:02 | IngestionPipeline | INFO | [Agent] Updating Neighborhood Summaries (Delta Updates)...
2026-02-27 03:09:34 | IngestionPipeline | INFO |   [Ingestion] Extracted 3 atomic facts for Concept: global values
2026-02-27 03:09:34 | IngestionPipeline | INFO |   [Ingestion] Generated summary from 1 context(s) for Concept: global values
2026-02-27 03:09:35 | IngestionPipeline | INFO |   Summary updated for Concept: global values (Title: global values)
2026-02-27 03:09:35 | IngestionPipeline | INFO |   [Alias] Checking for aliases of: global values (Concept)
2026-02-27 03:09:39 | IngestionPipeline | INFO |   [Ingestion] Extracted 6 atomic facts for Entity: vladimir fridkes
2026-02-27 03:09:39 | IngestionPipeline | INFO |   [Ingestion] Generated summary from 1 context(s) for Entity: vladimir fridkes
2026-02-27 03:09:39 | IngestionPipeline | INFO |   Summary updated for Entity: vladimir fridkes (Title: vladimir fridkes)
2026-02-27 03:09:39 | IngestionPipeline | INFO |   [Alias] Checking for aliases of: vladimir fridkes (Entity:Person)
2026-02-27 03:09:42 | IngestionPipeline | INFO |   [Ingestion] Extracted 4 atomic facts for Concept: installation
2026-02-27 03:09:42 | IngestionPipeline | INFO |   [Ingestion] Generated summary from 1 context(s) for Concept: installation
2026-02-27 03:09:42 | IngestionPipeline | INFO |   Summary updated for Concept: installation (Title: installation)
2026-02-27 03:09:42 | IngestionPipeline | INFO |   [Alias] Checking for aliases of: installation (Concept)
2026-02-27 03:09:46 | IngestionPipeline | INFO |   [Ingestion] Extracted 5 atomic facts for Concept: video art
2026-02-27 03:09:46 | IngestionPipeline | INFO |   [Ingestion] Generated summary from 1 context(s) for Concept: video art
2026-02-27 03:09:46 | IngestionPipeline | INFO |   Summary updated for Concept: video art (Title: video art)
2026-02-27 03:09:46 | IngestionPipeline | INFO |   [Alias] Checking for aliases of: video art (Concept)
2026-02-27 03:09:49 | IngestionPipeline | INFO |   [Ingestion] Extracted 3 atomic facts for Entity: lev evzovich
2026-02-27 03:09:49 | IngestionPipeline | INFO |   [Ingestion] Generated summary from 1 context(s) for Entity: lev evzovich
2026-02-27 03:09:49 | IngestionPipeline | INFO |   Summary updated for Entity: lev evzovich (Title: lev evzovich)
2026-02-27 03:09:49 | IngestionPipeline | INFO |   [Alias] Checking for aliases of: lev evzovich (Entity:Person)
2026-02-27 03:09:51 | IngestionPipeline | INFO |   [Ingestion] Extracted 2 atomic facts for Entity: evgeny svyatsky
2026-02-27 03:09:51 | IngestionPipeline | INFO |   [Ingestion] Generated summary from 1 context(s) for Entity: evgeny svyatsky
2026-02-27 03:09:52 | IngestionPipeline | INFO |   Summary updated for Entity: evgeny svyatsky (Title: evgeny svyatsky)
2026-02-27 03:09:52 | IngestionPipeline | INFO |   [Alias] Checking for aliases of: evgeny svyatsky (Entity:Person)
2026-02-27 03:09:54 | IngestionPipeline | INFO |   [Ingestion] Extracted 3 atomic facts for Entity: tatiana arzamasova
2026-02-27 03:09:54 | IngestionPipeline | INFO |   [Ingestion] Generated summary from 1 context(s) for Entity: tatiana arzamasova
2026-02-27 03:09:55 | IngestionPipeline | INFO |   Summary updated for Entity: tatiana arzamasova (Title: tatiana arzamasova)
2026-02-27 03:09:55 | IngestionPipeline | INFO |   [Alias] Checking for aliases of: tatiana arzamasova (Entity:Person)
2026-02-27 03:10:07 | IngestionPipeline | INFO |   [Ingestion] Extracted 20 atomic facts for Entity: aes+f
2026-02-27 03:10:07 | IngestionPipeline | INFO |   [Ingestion] Generated summary from 1 context(s) for Entity: aes+f
2026-02-27 03:10:08 | IngestionPipeline | INFO |   Summary updated for Entity: aes+f (Title: aes+f)
2026-02-27 03:10:08 | IngestionPipeline | INFO |   [Perf] Summarization took: 65.5118s
2026-02-27 03:10:08 | IngestionPipeline | INFO |   [Alias] Checking for aliases of: aes+f (Entity:Organization)
2026-02-27 03:10:08 | IngestionPipeline | INFO | [Ingestion] Marked Note 57137422-bb88-4f5a-9edd-52e5c0e14d38 as Processed.
2026-02-27 03:10:08 | IngestionPipeline | INFO | 
[Ingestion] Total Pipeline Duration: 165.4427s
2026-02-27 03:10:08 | IngestionPipeline | INFO | [2026-02-27 03:10:08.301219] SUCCESS: Note 57137422-bb88-4f5a-9edd-52e5c0e14d38 fully indexed in 165.44s.
2026-02-27 03:10:08 | IngestionPipeline | INFO | [2026-02-27 03:10:08.602074] START: Ingesting Note 44d06b80-ffa6-4b96-ac11-43f7ac8ff9ab
2026-02-27 03:10:08 | IngestionPipeline | INFO | Processing Multimedia Sources...
2026-02-27 03:10:08 | IngestionPipeline | INFO | Sempahore Acquired. (Active: 2)
2026-02-27 03:10:08 | IngestionPipeline | INFO | Multimedia processing took: 0.0002s
2026-02-27 03:10:08 | IngestionPipeline | INFO | Extracting Metadata (Knowledge Architect)...
2026-02-27 03:10:36 | IngestionPipeline | INFO | Extraction Completed: summary='Bishop International Airport is a commercial and general aviation airport located in Flint, Michigan. It serves several passenger airlines and cargo services.' domain='Professional' entities=[Entity(name='Bishop International Airport', type='Airport', importance=0.5, isolated_context='# Bishop International Airport\nBishop International Airport (IATA: FNT, ICAO: KFNT, FAA LID: FNT) is a commercial and general aviation airport located in Flint, Michigan.\nIt is named after banker and General Motors board member Arthur Giles Bishop (April 12, 1851 – January 22, 1944), who donated 220 acres of his farmland for the airport in 1928.\nThe third busiest airport in Michigan, it surpassed competitor MBS International Airport in terms of airline operations in 2002.\nIn 2007, 1,071,238 passengers used Bishop International Airport; in 2011, 938,914 passengers used the airport.\nIt is included in the Federal Aviation Administration (FAA) National Plan of Integrated Airport Systems for 2017–2021, in which it is categorized as a small hub primary commercial service facility.\n'), Entity(name='Arthur Giles Bishop', type='Person', importance=0.5, isolated_context='# Bishop International Airport\nBishop International Airport (IATA: FNT, ICAO: KFNT, FAA LID: FNT) is a commercial and general aviation airport located in Flint, Michigan.\nIt is named after banker and General Motors board member Arthur Giles Bishop (April 12, 1851 – January 22, 1944), who donated 220 acres of his farmland for the airport in 1928.')] concepts=[Concept(name='Airport', definition='', isolated_context='# Bishop International Airport\nBishop International Airport (IATA: FNT, ICAO: KFNT, FAA LID: FNT) is a commercial and general aviation airport located in Flint, Michigan.')] tasks=[] persona_traits=[] references=[] relationships=[ExtractedRelationship(source_name='Bishop International Airport', source_type='Airport', target_name='Arthur Giles Bishop', target_type='Person', relationship_type='named_after', confidence=0.95, context='The airport is named after banker and General Motors board member Arthur Giles Bishop.')] sentiment='Neutral'
2026-02-27 03:10:36 | IngestionPipeline | INFO | Filtered/Renamed Entities: ['Bishop International Airport', 'Arthur Giles Bishop']
2026-02-27 03:10:36 | IngestionPipeline | INFO | Filtered/Renamed Concepts: ['Airport']
2026-02-27 03:10:36 | IngestionPipeline | INFO | Standardized Extraction: summary='Bishop International Airport is a commercial and general aviation airport located in Flint, Michigan. It serves several passenger airlines and cargo services.' domain='Professional' entities=[Entity(name='Bishop International Airport', type='Airport', importance=0.5, isolated_context='# Bishop International Airport\nBishop International Airport (IATA: FNT, ICAO: KFNT, FAA LID: FNT) is a commercial and general aviation airport located in Flint, Michigan.\nIt is named after banker and General Motors board member Arthur Giles Bishop (April 12, 1851 – January 22, 1944), who donated 220 acres of his farmland for the airport in 1928.\nThe third busiest airport in Michigan, it surpassed competitor MBS International Airport in terms of airline operations in 2002.\nIn 2007, 1,071,238 passengers used Bishop International Airport; in 2011, 938,914 passengers used the airport.\nIt is included in the Federal Aviation Administration (FAA) National Plan of Integrated Airport Systems for 2017–2021, in which it is categorized as a small hub primary commercial service facility.\n'), Entity(name='Arthur Giles Bishop', type='Person', importance=0.5, isolated_context='# Bishop International Airport\nBishop International Airport (IATA: FNT, ICAO: KFNT, FAA LID: FNT) is a commercial and general aviation airport located in Flint, Michigan.\nIt is named after banker and General Motors board member Arthur Giles Bishop (April 12, 1851 – January 22, 1944), who donated 220 acres of his farmland for the airport in 1928.')] concepts=[Concept(name='Airport', definition='', isolated_context='# Bishop International Airport\nBishop International Airport (IATA: FNT, ICAO: KFNT, FAA LID: FNT) is a commercial and general aviation airport located in Flint, Michigan.')] tasks=[] persona_traits=[] references=[] relationships=[ExtractedRelationship(source_name='Bishop International Airport', source_type='Airport', target_name='Arthur Giles Bishop', target_type='Person', relationship_type='named_after', confidence=0.95, context='The airport is named after banker and General Motors board member Arthur Giles Bishop.')] sentiment='Neutral'
2026-02-27 03:10:36 | IngestionPipeline | INFO | Extracted: 2 entities, 1 concepts, 0 references.
2026-02-27 03:10:36 | IngestionPipeline | INFO | Domain: Professional
2026-02-27 03:10:36 | IngestionPipeline | INFO | Extraction took: 27.9856s
2026-02-27 03:10:36 | IngestionPipeline | INFO | [Ingestion] Using provided title: 'Bishop International Airport'
2026-02-27 03:10:43 | IngestionPipeline | INFO | [Ingestion] Creating 1 relationships...
2026-02-27 03:10:43 | IngestionPipeline | INFO | [Relationship] created: (bishop international airport)-[named_after]->(arthur giles bishop)
2026-02-27 03:10:43 | IngestionPipeline | INFO | [Community] Assigned 3 nodes to 'Personal Knowledge'
2026-02-27 03:10:51 | IngestionPipeline | INFO | [Community] Updated summary and embedding for 'Personal Knowledge'
2026-02-27 03:10:51 | IngestionPipeline | INFO | [Ingestion] Updated Postgres Title for Note 44d06b80-ffa6-4b96-ac11-43f7ac8ff9ab: 'Bishop International Airport'
2026-02-27 03:10:51 | IngestionPipeline | INFO | [Ingestion] Updated Postgres Domain for Note 44d06b80-ffa6-4b96-ac11-43f7ac8ff9ab: 'Professional'
2026-02-27 03:10:51 | IngestionPipeline | INFO |   [Perf] Graph Storage took: 15.3097s
2026-02-27 03:10:51 | IngestionPipeline | INFO | [Agent] Updating Neighborhood Summaries (Delta Updates)...
2026-02-27 03:10:51 | IngestionPipeline | INFO | [Agent] Updating Neighborhood Summaries (Delta Updates)...
2026-02-27 03:11:19 | IngestionPipeline | INFO |   [Ingestion] Extracted 9 atomic facts for Concept: airport
2026-02-27 03:11:19 | IngestionPipeline | INFO |   [Ingestion] Generated summary from 5 context(s) for Concept: airport
2026-02-27 03:11:20 | IngestionPipeline | INFO |   Summary updated for Concept: airport (Title: airport)
2026-02-27 03:11:20 | IngestionPipeline | INFO |   [Alias] Checking for aliases of: airport (Concept)
2026-02-27 03:11:28 | IngestionPipeline | INFO |   [Ingestion] Extracted 7 atomic facts for Entity: arthur giles bishop
2026-02-27 03:11:28 | IngestionPipeline | INFO |   [Ingestion] Generated summary from 1 context(s) for Entity: arthur giles bishop
2026-02-27 03:11:28 | IngestionPipeline | INFO |   Summary updated for Entity: arthur giles bishop (Title: arthur giles bishop)
2026-02-27 03:11:28 | IngestionPipeline | INFO |   [Alias] Checking for aliases of: arthur giles bishop (Entity:Person)
2026-02-27 03:11:37 | IngestionPipeline | INFO |   [Ingestion] Generated summary from 1 context(s) for Entity: bishop international airport
2026-02-27 03:11:37 | IngestionPipeline | INFO |   Summary updated for Entity: bishop international airport (Title: bishop international airport)
2026-02-27 03:11:37 | IngestionPipeline | INFO |   [Perf] Summarization took: 45.9595s
2026-02-27 03:11:37 | IngestionPipeline | INFO |   [Alias] Checking for aliases of: bishop international airport (Entity:Airport)
2026-02-27 03:11:37 | IngestionPipeline | INFO | [Ingestion] Marked Note 44d06b80-ffa6-4b96-ac11-43f7ac8ff9ab as Processed.
2026-02-27 03:11:37 | IngestionPipeline | INFO | 
[Ingestion] Total Pipeline Duration: 89.2657s
2026-02-27 03:11:37 | IngestionPipeline | INFO | [2026-02-27 03:11:37.938631] SUCCESS: Note 44d06b80-ffa6-4b96-ac11-43f7ac8ff9ab fully indexed in 89.27s.
2026-02-27 03:11:38 | IngestionPipeline | INFO | [2026-02-27 03:11:38.002235] START: Ingesting Note e432c4df-0a64-43f9-9ed4-09f989d4d88e
2026-02-27 03:11:38 | IngestionPipeline | INFO | Processing Multimedia Sources...
2026-02-27 03:11:38 | IngestionPipeline | INFO | Sempahore Acquired. (Active: 2)
2026-02-27 03:11:38 | IngestionPipeline | INFO | Multimedia processing took: 0.0001s
2026-02-27 03:11:38 | IngestionPipeline | INFO | Extracting Metadata (Knowledge Architect)...
2026-02-27 03:11:54 | IngestionPipeline | INFO | Extraction Completed: summary='Mikhail Gorbachev was the last leader of the Soviet Union.' domain='Professional' entities=[Entity(name='Mikhail Gorbachev', type='Person', importance=0.5, isolated_context="Mikhail Sergeyevich Gorbachev, ( ; Russian: Михаи́л Серге́евич Горбачёв ; ] ; born 2 March 1931) is a former Soviet statesman. He was the eighth and last leader of the Soviet Union, having been General Secretary of the Communist Party of the Soviet Union from 1985 until 1991. He was the country's head of state from 1988 until 1991 (titled as Chairman of the Presidium of the Supreme Soviet from 1988 to 1989, as Chairman of the from 1989 to 1990, and as Soviet Union]] from 1990 to 1991).")] concepts=[] tasks=[] persona_traits=[] references=[] relationships=[] sentiment='Neutral'
2026-02-27 03:11:54 | IngestionPipeline | INFO | Filtered/Renamed Entities: ['Mikhail Gorbachev']
2026-02-27 03:11:54 | IngestionPipeline | INFO | Filtered/Renamed Concepts: []
2026-02-27 03:11:54 | IngestionPipeline | INFO | Standardized Extraction: summary='Mikhail Gorbachev was the last leader of the Soviet Union.' domain='Professional' entities=[Entity(name='Mikhail Gorbachev', type='Person', importance=0.5, isolated_context="Mikhail Sergeyevich Gorbachev, ( ; Russian: Михаи́л Серге́евич Горбачёв ; ] ; born 2 March 1931) is a former Soviet statesman. He was the eighth and last leader of the Soviet Union, having been General Secretary of the Communist Party of the Soviet Union from 1985 until 1991. He was the country's head of state from 1988 until 1991 (titled as Chairman of the Presidium of the Supreme Soviet from 1988 to 1989, as Chairman of the from 1989 to 1990, and as Soviet Union]] from 1990 to 1991).")] concepts=[] tasks=[] persona_traits=[] references=[] relationships=[] sentiment='Neutral'
2026-02-27 03:11:54 | IngestionPipeline | INFO | Extracted: 1 entities, 0 concepts, 0 references.
2026-02-27 03:11:54 | IngestionPipeline | INFO | Domain: Professional
2026-02-27 03:11:54 | IngestionPipeline | INFO | Extraction took: 16.1584s
2026-02-27 03:11:54 | IngestionPipeline | INFO | [Ingestion] Using provided title: 'Mikhail Gorbachev'
2026-02-27 03:11:58 | IngestionPipeline | INFO | [Community] Assigned 1 nodes to 'Personal Knowledge'
2026-02-27 03:12:06 | IngestionPipeline | INFO | [Community] Updated summary and embedding for 'Personal Knowledge'
2026-02-27 03:12:06 | IngestionPipeline | INFO | [Ingestion] Updated Postgres Title for Note e432c4df-0a64-43f9-9ed4-09f989d4d88e: 'Mikhail Gorbachev'
2026-02-27 03:12:06 | IngestionPipeline | INFO | [Ingestion] Updated Postgres Domain for Note e432c4df-0a64-43f9-9ed4-09f989d4d88e: 'Professional'
2026-02-27 03:12:06 | IngestionPipeline | INFO |   [Perf] Graph Storage took: 12.6807s
2026-02-27 03:12:06 | IngestionPipeline | INFO | [Agent] Updating Neighborhood Summaries (Delta Updates)...
2026-02-27 03:12:06 | IngestionPipeline | INFO | [Agent] Updating Neighborhood Summaries (Delta Updates)...
2026-02-27 03:12:19 | IngestionPipeline | INFO |   [Ingestion] Extracted 8 atomic facts for Entity: mikhail gorbachev
2026-02-27 03:12:19 | IngestionPipeline | INFO |   [Ingestion] Generated summary from 2 context(s) for Entity: mikhail gorbachev
2026-02-27 03:12:20 | IngestionPipeline | INFO |   Summary updated for Entity: mikhail gorbachev (Title: mikhail gorbachev)
2026-02-27 03:12:20 | IngestionPipeline | INFO |   [Perf] Summarization took: 13.4746s
2026-02-27 03:12:20 | IngestionPipeline | INFO |   [Alias] Checking for aliases of: mikhail gorbachev (Entity:Person)
2026-02-27 03:12:20 | IngestionPipeline | INFO | [Ingestion] Marked Note e432c4df-0a64-43f9-9ed4-09f989d4d88e as Processed.
2026-02-27 03:12:20 | IngestionPipeline | INFO | 
[Ingestion] Total Pipeline Duration: 42.3206s
2026-02-27 03:12:20 | IngestionPipeline | INFO | [2026-02-27 03:12:20.412282] SUCCESS: Note e432c4df-0a64-43f9-9ed4-09f989d4d88e fully indexed in 42.32s.
2026-02-27 03:12:20 | IngestionPipeline | INFO | [2026-02-27 03:12:20.850667] START: Ingesting Note 41dbc121-4c18-4597-aff7-3d9838878507
2026-02-27 03:12:20 | IngestionPipeline | INFO | Processing Multimedia Sources...
2026-02-27 03:12:20 | IngestionPipeline | INFO | Sempahore Acquired. (Active: 2)
2026-02-27 03:12:20 | IngestionPipeline | INFO | Multimedia processing took: 0.0002s
2026-02-27 03:12:20 | IngestionPipeline | INFO | Extracting Metadata (Knowledge Architect)...
2026-02-27 03:13:37 | IngestionPipeline | INFO | Extraction Completed: summary='Terren Peizer is the Chairman of Acuitas Group Holdings, a company with investments in several biotech and tobacco companies. He has extensive experience in bioscience and healthcare, and is involved in commercializing low-nicotine tobacco products.' domain='Professional' entities=[Entity(name='Terren Peizer', type='Person', importance=0.5, isolated_context='Terren Scott Peizer dubbed the "Zelig of Wall Street" is currently the Chairman of his personal Los Angeles-based investment company, Acuitas Group Holdings (AGH), which in turn owns 100% of Crede Capital Group (CCG) which invests in public companies, and provides growth capital to small and medium-sized enterprises. Since its inception in June 2009, CCG has provided companies with capital commitments and funding in excess of $1.2 Billion.'), Entity(name='Acuitas Group Holdings', type='Organization', importance=0.5, isolated_context='Terren Scott Peizer dubbed the "Zelig of Wall Street" is currently the Chairman of his personal Los Angeles-based investment company, Acuitas Group Holdings (AGH), which in turn owns 100% of Crede Capital Group (CCG) which invests in public companies, and provides growth capital to small and medium-sized enterprises.'), Entity(name='Crede Capital Group', type='Organization', importance=0.5, isolated_context='Terren Scott Peizer dubbed the "Zelig of Wall Street" is currently the Chairman of his personal Los Angeles-based investment company, Acuitas Group Holdings (AGH), which in turn owns 100% of Crede Capital Group (CCG) which invests in public companies, and provides growth capital to small and medium-sized enterprises.'), Entity(name='Catasys, Inc.', type='Organization', importance=0.5, isolated_context="Besides its ownership of Crede Capital, Acuitas Group owns 72% of Catasys, Inc., a provider of proprietary big data based analytics and predictive modeling driven behavioral health management services for health plans; and owns 100% of NeurMedix, Inc., a biotech company that develops and commercializes disease modifying small molecules to treat neuro-degenerative diseases, such as Parkinson's disease, Alzheimer's disease, Migraine disease, Huntington's disease, ALS, MS, Epilepsy, Traumatic Brain Injury, and Retina disease."), Entity(name='NeurMedix, Inc.', type='Organization', importance=0.5, isolated_context="and owns 100% of NeurMedix, Inc., a biotech company that develops and commercializes disease modifying small molecules to treat neuro-degenerative diseases, such as Parkinson's disease, Alzheimer's disease, Migraine disease, Huntington's disease, ALS, MS, Epilepsy, Traumatic Brain Injury, and Retina disease."), Entity(name='22nd Century Group, Inc.', type='Organization', importance=0.5, isolated_context="Peizer and 22nd Century formed a JV to commercialize the company's products in China with China National Tobacco Company, the largest tobacco company in the world and the largest monopoly in China."), Entity(name='China National Tobacco Company', type='Organization', importance=0.5, isolated_context="Peizer and 22nd Century formed a JV to commercialize the company's products in China with China National Tobacco Company, the largest tobacco company in the world and the largest monopoly in China.")] concepts=[Concept(name='bioscience', definition='', isolated_context='Peizer is Founder, Chairman of the three Acuitas companies, and is CEO of Catasys, Inc. and Crede Capital Group.'), Concept(name='healthcare', definition='', isolated_context='Peizer is Founder, Chairman of the three Acuitas companies, and is CEO of Catasys, Inc. and Crede Capital Group.'), Concept(name='low-nicotine', definition='', isolated_context="Peizer and 22nd Century formed a JV to commercialize the company's products in China with China National Tobacco Company, the largest tobacco company in the world and the largest monopoly in China.")] tasks=[Task(name='Commercialize', description='To commercialize low-nicotine tobacco products in China.', status='Todo', due_date=None, isolated_context="Peizer and 22nd Century formed a JV to commercialize the company's products in China with China National Tobacco Company, the largest tobacco company in the world and the largest monopoly in China.")] persona_traits=[] references=[ExternalReference(title='New England Journal of Medicine', type='Paper', content="A landmark study on the company's very low nicotine spectrum cigarettes.", source='New England Journal of Medicine', isolated_context="On October 1, 2015 New England Journal of Medicine published a landmark study on the company's very low nicotine spectrum cigarettes."), ExternalReference(title='China National Tobacco Company', type='Organization', content='The largest tobacco company in the world and the largest monopoly in China.', source='', isolated_context="Peizer and 22nd Century formed a JV to commercialize the company's products in China with China National Tobacco Company, the largest tobacco company in the world and the largest monopoly in China.")] relationships=[ExtractedRelationship(source_name='Terren Peizer', source_type='Person', target_name='Acuitas Group Holdings', target_type='Organization', relationship_type='owns', confidence=0.95, context='Terren Scott Peizer dubbed the "Zelig of Wall Street" is currently the Chairman of his personal Los Angeles-based investment company, Acuitas Group Holdings (AGH), which in turn owns 100% of Crede Capital Group (CCG) which invests in public companies, and provides growth capital to small and medium-sized enterprises.'), ExtractedRelationship(source_name='Crede Capital Group', source_type='Organization', target_name='Catasys, Inc.', target_type='Organization', relationship_type='owns', confidence=0.95, context="Besides its ownership of Crede Capital, Acuitas Group owns 72% of Catasys, Inc., a provider of proprietary big data based analytics and predictive modeling driven behavioral health management services for health plans; and owns 100% of NeurMedix, Inc., a biotech company that develops and commercializes disease modifying small molecules to treat neuro-degenerative diseases, such as Parkinson's disease, Alzheimer's disease, Migraine disease, Huntington's disease, ALS, MS, Epilepsy, Traumatic Brain Injury, and Retina disease."), ExtractedRelationship(source_name='Terren Peizer', source_type='Person', target_name='22nd Century Group, Inc.', target_type='Organization', relationship_type='invests_in', confidence=0.95, context="Peizer and 22nd Century formed a JV to commercialize the company's products in China with China National Tobacco Company, the largest tobacco company in the world and the largest monopoly in China."), ExtractedRelationship(source_name='22nd Century Group, Inc.', source_type='Organization', target_name='China National Tobacco Company', target_type='Organization', relationship_type='JV_with', confidence=0.95, context="Peizer and 22nd Century formed a JV to commercialize the company's products in China with China National Tobacco Company, the largest tobacco company in the world and the largest monopoly in China.")] sentiment='Neutral'
2026-02-27 03:13:37 | IngestionPipeline | INFO | Filtered/Renamed Entities: ['Terren Peizer', 'Acuitas Group Holdings', 'Crede Capital Group', 'Catasys, Inc.', 'NeurMedix, Inc.', '22nd Century Group, Inc.', 'China National Tobacco Company']
2026-02-27 03:13:37 | IngestionPipeline | INFO | Filtered/Renamed Concepts: ['bioscience', 'healthcare', 'low-nicotine']
