2026-02-25 05:27:49 | uvicorn.error | INFO | Started server process [48516]
2026-02-25 07:05:08 | uvicorn.access | INFO | 127.0.0.1:51023 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 07:05:35 | uvicorn.access | INFO | 127.0.0.1:51054 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 07:06:03 | uvicorn.access | INFO | 127.0.0.1:51113 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 07:06:39 | uvicorn.access | INFO | 127.0.0.1:51171 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 07:07:11 | uvicorn.access | INFO | 127.0.0.1:51244 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 07:07:44 | uvicorn.access | INFO | 127.0.0.1:51307 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 07:08:19 | uvicorn.access | INFO | 127.0.0.1:51366 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 07:08:45 | uvicorn.access | INFO | 127.0.0.1:51394 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 07:09:15 | uvicorn.access | INFO | 127.0.0.1:51420 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 07:09:40 | uvicorn.access | INFO | 127.0.0.1:51553 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 07:10:03 | uvicorn.access | INFO | 127.0.0.1:51611 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 07:10:38 | uvicorn.access | INFO | 127.0.0.1:51685 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 07:11:04 | uvicorn.access | INFO | 127.0.0.1:51722 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 07:11:32 | uvicorn.access | INFO | 127.0.0.1:51752 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 07:12:01 | uvicorn.access | INFO | 127.0.0.1:51801 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 07:12:35 | uvicorn.access | INFO | 127.0.0.1:51859 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 07:13:06 | uvicorn.access | INFO | 127.0.0.1:51894 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 07:13:37 | uvicorn.access | INFO | 127.0.0.1:51938 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 07:14:13 | uvicorn.access | INFO | 127.0.0.1:52005 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 07:14:44 | uvicorn.access | INFO | 127.0.0.1:52049 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 07:15:14 | uvicorn.access | INFO | 127.0.0.1:52095 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 07:15:43 | uvicorn.access | INFO | 127.0.0.1:52137 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 07:16:14 | uvicorn.access | INFO | 127.0.0.1:52196 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 07:16:46 | uvicorn.access | INFO | 127.0.0.1:52268 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 07:17:09 | uvicorn.access | INFO | 127.0.0.1:52301 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 07:17:29 | uvicorn.access | INFO | 127.0.0.1:52333 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 07:17:54 | uvicorn.access | INFO | 127.0.0.1:52356 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 07:18:14 | uvicorn.access | INFO | 127.0.0.1:52391 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 07:18:44 | uvicorn.access | INFO | 127.0.0.1:52461 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 07:19:09 | uvicorn.access | INFO | 127.0.0.1:52490 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 07:19:38 | uvicorn.access | INFO | 127.0.0.1:52533 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 07:19:59 | uvicorn.access | INFO | 127.0.0.1:52570 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 07:20:29 | uvicorn.access | INFO | 127.0.0.1:52608 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 07:20:58 | uvicorn.access | INFO | 127.0.0.1:52648 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 07:21:15 | uvicorn.access | INFO | 127.0.0.1:52681 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 07:21:42 | uvicorn.access | INFO | 127.0.0.1:52721 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 07:22:02 | uvicorn.access | INFO | 127.0.0.1:52761 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 07:22:25 | uvicorn.access | INFO | 127.0.0.1:52778 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 07:23:16 | uvicorn.access | INFO | 127.0.0.1:52810 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 07:23:59 | uvicorn.access | INFO | 127.0.0.1:52867 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 07:24:31 | uvicorn.access | INFO | 127.0.0.1:52963 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 07:25:07 | uvicorn.access | INFO | 127.0.0.1:53018 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 07:25:50 | uvicorn.access | INFO | 127.0.0.1:53080 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 07:26:25 | uvicorn.access | INFO | 127.0.0.1:53131 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 07:26:49 | uvicorn.access | INFO | 127.0.0.1:53154 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 07:27:20 | uvicorn.access | INFO | 127.0.0.1:53203 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 07:27:55 | uvicorn.access | INFO | 127.0.0.1:53291 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 07:28:26 | uvicorn.access | INFO | 127.0.0.1:53372 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 07:28:53 | uvicorn.access | INFO | 127.0.0.1:53415 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 07:29:27 | uvicorn.access | INFO | 127.0.0.1:53483 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 07:29:59 | uvicorn.access | INFO | 127.0.0.1:53543 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 07:30:24 | uvicorn.access | INFO | 127.0.0.1:53595 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 07:30:53 | uvicorn.access | INFO | 127.0.0.1:53639 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 07:31:15 | uvicorn.access | INFO | 127.0.0.1:53683 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 07:31:42 | uvicorn.access | INFO | 127.0.0.1:53728 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 07:32:16 | uvicorn.access | INFO | 127.0.0.1:53793 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 07:32:46 | uvicorn.access | INFO | 127.0.0.1:53881 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 07:33:14 | uvicorn.access | INFO | 127.0.0.1:53922 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 07:33:46 | uvicorn.access | INFO | 127.0.0.1:53977 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 07:34:09 | uvicorn.access | INFO | 127.0.0.1:54013 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 07:34:36 | uvicorn.access | INFO | 127.0.0.1:54049 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 07:35:03 | uvicorn.access | INFO | 127.0.0.1:54102 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 07:35:28 | uvicorn.access | INFO | 127.0.0.1:54136 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 07:36:06 | uvicorn.access | INFO | 127.0.0.1:54242 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 07:36:53 | uvicorn.access | INFO | 127.0.0.1:54319 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 07:37:24 | uvicorn.access | INFO | 127.0.0.1:54377 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 07:38:02 | uvicorn.access | INFO | 127.0.0.1:54462 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 07:38:30 | uvicorn.access | INFO | 127.0.0.1:54485 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 07:38:57 | uvicorn.access | INFO | 127.0.0.1:54561 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 07:39:21 | uvicorn.access | INFO | 127.0.0.1:54601 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 07:39:54 | uvicorn.access | INFO | 127.0.0.1:54653 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 07:40:30 | uvicorn.access | INFO | 127.0.0.1:54723 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 07:41:06 | uvicorn.access | INFO | 127.0.0.1:54772 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 07:41:45 | uvicorn.access | INFO | 127.0.0.1:54837 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 07:42:12 | uvicorn.access | INFO | 127.0.0.1:54911 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 07:42:40 | uvicorn.access | INFO | 127.0.0.1:54965 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 07:43:05 | uvicorn.access | INFO | 127.0.0.1:54998 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 07:43:32 | uvicorn.access | INFO | 127.0.0.1:55029 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 07:44:03 | uvicorn.access | INFO | 127.0.0.1:55104 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 07:44:40 | uvicorn.access | INFO | 127.0.0.1:55159 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 07:45:13 | uvicorn.access | INFO | 127.0.0.1:55204 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 07:45:39 | uvicorn.access | INFO | 127.0.0.1:55254 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 07:46:10 | uvicorn.access | INFO | 127.0.0.1:55327 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 07:46:38 | uvicorn.access | INFO | 127.0.0.1:55373 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 07:47:05 | uvicorn.access | INFO | 127.0.0.1:55417 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 07:47:36 | uvicorn.access | INFO | 127.0.0.1:55534 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 07:48:05 | uvicorn.access | INFO | 127.0.0.1:55600 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 07:48:39 | uvicorn.access | INFO | 127.0.0.1:55646 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 07:49:12 | uvicorn.access | INFO | 127.0.0.1:55699 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 07:49:37 | uvicorn.access | INFO | 127.0.0.1:55727 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 07:50:42 | uvicorn.access | INFO | 127.0.0.1:55780 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 07:51:09 | uvicorn.access | INFO | 127.0.0.1:55815 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 07:51:41 | uvicorn.access | INFO | 127.0.0.1:55851 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 07:52:22 | uvicorn.access | INFO | 127.0.0.1:55896 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 07:53:01 | uvicorn.access | INFO | 127.0.0.1:55960 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 07:53:33 | uvicorn.access | INFO | 127.0.0.1:55985 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 07:54:05 | uvicorn.access | INFO | 127.0.0.1:56070 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 07:54:46 | uvicorn.access | INFO | 127.0.0.1:56141 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 07:55:15 | uvicorn.access | INFO | 127.0.0.1:56169 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 07:55:45 | uvicorn.access | INFO | 127.0.0.1:56194 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 07:56:18 | uvicorn.access | INFO | 127.0.0.1:56256 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 07:56:39 | uvicorn.access | INFO | 127.0.0.1:56296 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 07:57:14 | uvicorn.access | INFO | 127.0.0.1:56400 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 07:57:49 | uvicorn.access | INFO | 127.0.0.1:56481 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 07:58:17 | uvicorn.access | INFO | 127.0.0.1:56539 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 07:58:49 | uvicorn.access | INFO | 127.0.0.1:56574 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 07:59:20 | uvicorn.access | INFO | 127.0.0.1:56607 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 07:59:59 | uvicorn.access | INFO | 127.0.0.1:56658 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 08:00:29 | uvicorn.access | INFO | 127.0.0.1:56692 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 08:01:07 | uvicorn.access | INFO | 127.0.0.1:56764 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 08:01:48 | uvicorn.access | INFO | 127.0.0.1:56832 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 08:02:10 | uvicorn.access | INFO | 127.0.0.1:56868 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 08:02:49 | uvicorn.access | INFO | 127.0.0.1:56940 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 08:03:18 | uvicorn.access | INFO | 127.0.0.1:57007 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 08:03:46 | uvicorn.access | INFO | 127.0.0.1:57038 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 08:04:11 | uvicorn.access | INFO | 127.0.0.1:57085 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 08:04:44 | uvicorn.access | INFO | 127.0.0.1:57148 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 08:05:21 | uvicorn.access | INFO | 127.0.0.1:57218 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 08:05:46 | uvicorn.access | INFO | 127.0.0.1:57249 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 08:06:18 | uvicorn.access | INFO | 127.0.0.1:57312 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 08:06:59 | uvicorn.access | INFO | 127.0.0.1:57382 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 08:07:44 | uvicorn.access | INFO | 127.0.0.1:57453 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 08:08:15 | uvicorn.access | INFO | 127.0.0.1:57501 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 08:08:51 | uvicorn.access | INFO | 127.0.0.1:57591 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 08:09:26 | uvicorn.access | INFO | 127.0.0.1:57649 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 08:09:56 | uvicorn.access | INFO | 127.0.0.1:57677 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 08:10:30 | uvicorn.access | INFO | 127.0.0.1:57754 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 08:11:05 | uvicorn.access | INFO | 127.0.0.1:57807 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 08:11:59 | uvicorn.access | INFO | 127.0.0.1:57874 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 08:12:46 | uvicorn.access | INFO | 127.0.0.1:57964 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 08:13:22 | uvicorn.access | INFO | 127.0.0.1:58015 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 08:14:12 | uvicorn.access | INFO | 127.0.0.1:58078 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 08:14:49 | uvicorn.access | INFO | 127.0.0.1:58161 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 08:15:19 | uvicorn.access | INFO | 127.0.0.1:58206 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 08:15:51 | uvicorn.access | INFO | 127.0.0.1:58245 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 08:16:19 | uvicorn.access | INFO | 127.0.0.1:58306 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 08:16:49 | uvicorn.access | INFO | 127.0.0.1:58357 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 08:17:23 | uvicorn.access | INFO | 127.0.0.1:58391 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 08:17:53 | uvicorn.access | INFO | 127.0.0.1:58465 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 08:18:27 | uvicorn.access | INFO | 127.0.0.1:58523 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 08:19:01 | uvicorn.access | INFO | 127.0.0.1:58565 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 08:19:40 | uvicorn.access | INFO | 127.0.0.1:58612 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 08:20:20 | uvicorn.access | INFO | 127.0.0.1:58711 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 08:20:57 | uvicorn.access | INFO | 127.0.0.1:58769 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 08:21:36 | uvicorn.access | INFO | 127.0.0.1:58841 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 08:22:10 | uvicorn.access | INFO | 127.0.0.1:58901 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 08:22:35 | uvicorn.access | INFO | 127.0.0.1:58926 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 08:23:13 | uvicorn.access | INFO | 127.0.0.1:59037 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 08:23:46 | uvicorn.access | INFO | 127.0.0.1:59081 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 08:24:19 | uvicorn.access | INFO | 127.0.0.1:59120 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 08:24:50 | uvicorn.access | INFO | 127.0.0.1:59159 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 08:25:14 | uvicorn.access | INFO | 127.0.0.1:59178 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 08:25:42 | uvicorn.access | INFO | 127.0.0.1:59220 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 08:26:07 | uvicorn.access | INFO | 127.0.0.1:59269 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 08:26:45 | uvicorn.access | INFO | 127.0.0.1:59311 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 08:27:23 | uvicorn.access | INFO | 127.0.0.1:59444 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 08:28:00 | uvicorn.access | INFO | 127.0.0.1:59515 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 08:28:34 | uvicorn.access | INFO | 127.0.0.1:59561 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 08:29:04 | uvicorn.access | INFO | 127.0.0.1:59606 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 08:29:34 | uvicorn.access | INFO | 127.0.0.1:59637 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 08:30:14 | uvicorn.access | INFO | 127.0.0.1:59689 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 08:30:43 | uvicorn.access | INFO | 127.0.0.1:59749 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 08:31:09 | uvicorn.access | INFO | 127.0.0.1:59801 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 08:31:45 | uvicorn.access | INFO | 127.0.0.1:59852 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 08:32:22 | uvicorn.access | INFO | 127.0.0.1:59911 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 08:32:57 | uvicorn.access | INFO | 127.0.0.1:59962 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 08:33:23 | uvicorn.access | INFO | 127.0.0.1:59987 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 08:34:01 | uvicorn.access | INFO | 127.0.0.1:60052 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 08:34:31 | uvicorn.access | INFO | 127.0.0.1:60086 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 08:35:11 | uvicorn.access | INFO | 127.0.0.1:60216 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 08:35:43 | uvicorn.access | INFO | 127.0.0.1:60251 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 08:35:58 | uvicorn.access | INFO | 127.0.0.1:60280 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 08:36:23 | uvicorn.access | INFO | 127.0.0.1:60307 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 08:36:56 | uvicorn.access | INFO | 127.0.0.1:60340 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 08:37:26 | uvicorn.access | INFO | 127.0.0.1:60378 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 08:38:05 | uvicorn.access | INFO | 127.0.0.1:60435 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 08:38:37 | uvicorn.access | INFO | 127.0.0.1:60459 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 08:39:06 | uvicorn.access | INFO | 127.0.0.1:60486 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 08:39:39 | uvicorn.access | INFO | 127.0.0.1:60549 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 08:40:17 | uvicorn.access | INFO | 127.0.0.1:60611 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 08:40:47 | uvicorn.access | INFO | 127.0.0.1:60644 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 08:41:23 | uvicorn.access | INFO | 127.0.0.1:60709 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 08:42:01 | uvicorn.access | INFO | 127.0.0.1:60797 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 08:42:33 | uvicorn.access | INFO | 127.0.0.1:60848 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 08:43:07 | uvicorn.access | INFO | 127.0.0.1:60916 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 08:43:29 | uvicorn.access | INFO | 127.0.0.1:60937 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 08:44:15 | uvicorn.access | INFO | 127.0.0.1:60995 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 08:44:41 | uvicorn.access | INFO | 127.0.0.1:61031 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 08:45:12 | uvicorn.access | INFO | 127.0.0.1:61060 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 08:45:56 | uvicorn.access | INFO | 127.0.0.1:61145 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 08:46:30 | uvicorn.access | INFO | 127.0.0.1:61191 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 08:47:11 | uvicorn.access | INFO | 127.0.0.1:61260 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 08:47:34 | uvicorn.access | INFO | 127.0.0.1:61296 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 08:48:08 | uvicorn.access | INFO | 127.0.0.1:61361 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 08:48:51 | uvicorn.access | INFO | 127.0.0.1:61417 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 08:49:21 | uvicorn.access | INFO | 127.0.0.1:61458 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 08:49:48 | uvicorn.access | INFO | 127.0.0.1:61486 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 08:50:33 | uvicorn.access | INFO | 127.0.0.1:61583 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 08:51:21 | uvicorn.access | INFO | 127.0.0.1:61632 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 08:51:52 | uvicorn.access | INFO | 127.0.0.1:61682 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 08:52:35 | uvicorn.access | INFO | 127.0.0.1:61732 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 08:53:21 | uvicorn.access | INFO | 127.0.0.1:61806 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 08:53:53 | uvicorn.access | INFO | 127.0.0.1:61847 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 08:54:32 | uvicorn.access | INFO | 127.0.0.1:61920 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 08:55:12 | uvicorn.access | INFO | 127.0.0.1:61979 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 08:55:44 | uvicorn.access | INFO | 127.0.0.1:62047 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 08:56:13 | uvicorn.access | INFO | 127.0.0.1:62132 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 08:56:49 | uvicorn.access | INFO | 127.0.0.1:62182 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 08:57:22 | uvicorn.access | INFO | 127.0.0.1:62221 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 08:57:57 | uvicorn.access | INFO | 127.0.0.1:62320 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 08:58:38 | uvicorn.access | INFO | 127.0.0.1:62386 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 08:59:11 | uvicorn.access | INFO | 127.0.0.1:62415 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 08:59:49 | uvicorn.access | INFO | 127.0.0.1:62486 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 09:00:29 | uvicorn.access | INFO | 127.0.0.1:62568 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 09:01:04 | uvicorn.access | INFO | 127.0.0.1:62639 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 09:01:44 | uvicorn.access | INFO | 127.0.0.1:62699 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 09:02:20 | uvicorn.access | INFO | 127.0.0.1:62763 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 09:03:04 | uvicorn.access | INFO | 127.0.0.1:62814 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 09:03:46 | uvicorn.access | INFO | 127.0.0.1:62905 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 09:04:20 | uvicorn.access | INFO | 127.0.0.1:62991 - "POST /api/v1/ingest HTTP/1.1" 200
2026-02-25 09:04:53 | uvicorn.access | INFO | 127.0.0.1:63052 - "POST /api/v1/ingest HTTP/1.1" 200
